time_ms,src,dst,direction,distance_km,delay_ms,jitter_ms,loss_pct,bw_mbps,max_queue_pkt,type,status
480000,SAT_46681,SAT_67325,BIDIR,203.207,0.677,0.068,0.0,100,11,SAT-SAT,UP
480000,SAT_46681,UAV_04,BIDIR,387.04,1.29,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,UAV_02,BIDIR,387.103,1.29,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,UAV_05,BIDIR,387.309,1.291,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,UAV_03,BIDIR,387.414,1.291,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,UAV_01,BIDIR,387.545,1.292,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,GS_01,BIDIR,387.696,1.292,0.129,0.0,20,10,SAT-GS,UP
480000,SAT_46681,SAT_47733,BIDIR,389.388,1.298,0.13,0.0,100,21,SAT-SAT,UP
480000,SAT_46681,SAT_63587,BIDIR,428.058,1.427,0.143,0.0,100,23,SAT-SAT,UP
480000,SAT_67325,SAT_63587,BIDIR,271.079,0.904,0.09,0.0,100,15,SAT-SAT,UP
480000,SAT_67325,SAT_47733,BIDIR,332.872,1.11,0.111,0.0,100,18,SAT-SAT,UP
480000,SAT_67325,UAV_04,BIDIR,503.862,1.68,0.168,0.0,20,10,SAT-UAV,UP
480000,SAT_67325,UAV_02,BIDIR,504.267,1.681,0.168,0.0,20,10,SAT-UAV,UP
480000,SAT_67325,UAV_01,BIDIR,504.35,1.681,0.168,0.0,20,10,SAT-UAV,UP
480000,SAT_67325,GS_01,BIDIR,504.487,1.682,0.168,0.0,20,10,SAT-GS,UP
480000,SAT_67325,UAV_03,BIDIR,504.69,1.682,0.168,0.0,20,10,SAT-UAV,UP
480000,SAT_67325,UAV_05,BIDIR,504.785,1.683,0.168,0.0,20,10,SAT-UAV,UP
480000,SAT_47733,SAT_63587,BIDIR,309.534,1.032,0.103,0.0,100,17,SAT-SAT,UP
480000,SAT_47733,UAV_05,BIDIR,509.6,1.699,0.17,0.0,20,10,SAT-UAV,UP
480000,SAT_47733,UAV_03,BIDIR,509.628,1.699,0.17,0.0,20,10,SAT-UAV,UP
480000,SAT_47733,GS_01,BIDIR,509.772,1.699,0.17,0.0,20,10,SAT-GS,UP
480000,SAT_47733,UAV_01,BIDIR,509.835,1.699,0.17,0.0,20,10,SAT-UAV,UP
480000,SAT_47733,UAV_02,BIDIR,510.066,1.7,0.17,0.0,20,10,SAT-UAV,UP
480000,SAT_47733,UAV_04,BIDIR,510.406,1.701,0.17,0.0,20,10,SAT-UAV,UP
480000,SAT_63587,UAV_04,BIDIR,548.614,1.829,0.183,0.0,20,10,SAT-UAV,UP
480000,SAT_63587,UAV_01,BIDIR,548.835,1.829,0.183,0.0,20,10,SAT-UAV,UP
480000,SAT_63587,GS_01,BIDIR,548.9,1.83,0.183,0.0,20,10,SAT-GS,UP
480000,SAT_63587,UAV_02,BIDIR,549.255,1.831,0.183,0.0,20,10,SAT-UAV,UP
480000,SAT_63587,UAV_03,BIDIR,549.613,1.832,0.183,0.0,20,10,SAT-UAV,UP
480000,SAT_63587,UAV_05,BIDIR,549.921,1.833,0.183,0.0,20,10,SAT-UAV,UP
480000,UAV_01,UAV_02,BIDIR,1.004,0.003,0.0,0.0,10,10,UAV-UAV,UP
480000,UAV_01,UAV_04,BIDIR,1.659,0.006,0.001,0.0,10,10,UAV-UAV,UP
480000,UAV_01,UAV_03,BIDIR,1.758,0.006,0.001,0.0,10,10,UAV-UAV,UP
480000,UAV_01,UAV_05,BIDIR,2.395,0.008,0.001,0.0,10,10,UAV-UAV,UP
480000,UAV_02,UAV_03,BIDIR,1.471,0.005,0.0,0.0,10,10,UAV-UAV,UP
480000,UAV_02,UAV_04,BIDIR,1.698,0.006,0.001,0.0,10,10,UAV-UAV,UP
480000,UAV_02,UAV_05,BIDIR,1.975,0.007,0.001,0.0,10,10,UAV-UAV,UP
480000,UAV_03,UAV_05,BIDIR,0.647,0.002,0.0,0.0,10,10,UAV-UAV,UP
480000,UAV_03,UAV_04,BIDIR,3.116,0.01,0.001,0.0,10,10,UAV-UAV,UP
480000,UAV_04,UAV_05,BIDIR,3.665,0.012,0.001,0.0,10,10,UAV-UAV,UP
480000,SAT_63194,SAT_54055,BIDIR,290.856,99999.0,0.097,0.0,100,16,SAT-SAT,DOWN
