time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
480000,SAT_46681,STARLINK-1775,SAT,-1310476.59,5748592.68,3215127.3,342.49,-1,10.0.3.16,46681,387.68,6715.706236033027
480000,SAT_67325,STARLINK-36473,SAT,-1293806.49,5806807.2,3409102.17,483.91,-1,10.0.3.5,67325,504.47,6856.74286356406
480000,SAT_47733,STARLINK-2143,SAT,-1597186.39,5684444.09,3470676.21,476.42,-1,10.0.3.48,47733,509.79,6849.0511993558
480000,SAT_63587,STARLINK-33830,SAT,-1334888.52,5659889.67,3633181.48,484.73,-1,10.0.3.92,63587,548.89,6856.842283734948
480000,SAT_56556,STARLINK-5302,SAT,-1524841.5,5846634.03,3363241.44,542.12,-1,10.0.3.201,56556,552.02,6915.176358171176
480000,SAT_55451,STARLINK-5656,SAT,-1424857.25,5813314.24,3498558.33,560.2,-1,10.0.3.116,55451,562.75,6932.874658053233
480000,SAT_65689,STARLINK-34875,SAT,-1737329.4,5644789.49,3468952.2,476.86,-1,10.0.3.154,65689,572.26,6849.495689202502
480000,SAT_63194,STARLINK-11636 [DTC],SAT,-1575295.94,5388118.6,3706326.2,355.21,-1,10.0.3.209,63194,586.61,6726.829360631417
480000,SAT_67347,STARLINK-36420,SAT,-1303523.22,5619738.04,3706964.18,485.41,-1,10.0.3.27,67347,595.0,6857.274375078286
480000,SAT_63704,STARLINK-33937,SAT,-1541273.42,5548351.29,3707496.08,476.89,-1,10.0.3.209,63704,603.0,6848.740977410265
480000,SAT_54055,STARLINK-5158,SAT,-1644701.5,5647829.47,3631874.0,541.07,-1,10.0.3.250,54055,622.46,6913.286446993117
480000,SAT_59534,STARLINK-31734,SAT,-1816334.5,5754021.21,3258466.3,484.22,-1,10.0.3.119,59534,623.52,6857.509294871994
480000,SAT_64914,STARLINK-34571,SAT,-1344489.88,5998173.25,3022219.09,475.83,-1,10.0.3.144,64914,650.92,6849.78420115542
480000,SAT_59924,STARLINK-31958,SAT,-1389260.04,5502070.87,3848523.51,485.29,-1,10.0.3.254,59924,693.69,6856.672700681146
480000,SAT_49442,STARLINK-3098,SAT,-1034722.67,5997864.4,3279526.28,540.47,-1,10.0.3.227,49442,710.48,6913.777620506023
480000,SAT_57463,STARLINK-30091,SAT,-1884537.95,5834574.47,3077176.73,486.41,-1,10.0.3.88,57463,727.33,6860.230255510341
480000,SAT_57825,STARLINK-30377,SAT,-1767145.31,5446407.42,3793463.61,496.92,-1,10.0.3.195,57825,761.1,6868.516760675501
480000,SAT_62453,STARLINK-32690,SAT,-1119185.11,5520050.73,3894819.83,476.66,-1,10.0.3.233,62453,772.25,6847.857831495955
480000,SAT_67339,STARLINK-36451,SAT,-2046712.5,5630901.82,3332936.39,482.92,-1,10.0.3.19,67339,774.82,6855.9866061655775
480000,SAT_60442,STARLINK-32252,SAT,-1050644.45,5535988.88,3892131.7,477.13,-1,10.0.3.7,60442,795.19,6848.336718499197
480000,SAT_59756,STARLINK-11131 [DTC],SAT,-1458317.69,5997237.04,2695742.07,360.33,-1,10.0.3.86,59756,800.33,6735.025457033015
480000,SAT_59307,STARLINK-31282,SAT,-1124448.43,5500379.63,3936344.94,485.56,-1,10.0.3.147,59307,806.37,6856.629772162997
