time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
60000,SAT_67311,STARLINK-36495,SAT,-1583502.21,5691798.19,3480840.76,484.53,-1,10.0.3.246,67311,513.74,6857.134844907131
60000,SAT_56544,STARLINK-6226,SAT,-1506885.81,5792624.28,3468490.63,545.03,-1,10.0.3.189,56544,548.43,6917.776242696975
60000,SAT_64921,STARLINK-34699,SAT,-1706405.71,5790323.76,3235654.19,475.68,-1,10.0.3.151,64921,567.19,6849.023852346092
60000,SAT_55452,STARLINK-5683,SAT,-1393875.86,5896049.01,3370618.04,560.0,-1,10.0.3.117,55452,570.79,6933.062080566289
60000,SAT_57919,STARLINK-30496,SAT,-1661119.58,5665319.27,3547458.39,515.2,-1,10.0.3.34,57919,580.76,6887.642682287903
60000,SAT_67334,STARLINK-35343,SAT,-1620820.82,5581803.22,3636277.89,484.0,-1,10.0.3.14,67334,586.83,6856.099781264177
60000,SAT_62528,STARLINK-32786,SAT,-1108496.19,5781432.36,3516289.57,484.47,-1,10.0.3.53,62528,588.08,6856.968446521428
60000,SAT_56555,STARLINK-6252,SAT,-1712624.01,5797109.74,3355065.0,540.38,-1,10.0.3.200,56555,601.63,6913.466821462033
60000,SAT_66405,STARLINK-35683,SAT,-1431369.04,5548477.29,3750446.16,476.67,-1,10.0.3.105,66405,615.55,6848.376739445269
60000,SAT_51809,STARLINK-3607,SAT,-1387593.15,5662636.78,3715193.07,541.35,-1,10.0.3.44,51809,622.91,6913.286454321976
60000,SAT_59533,STARLINK-31509,SAT,-1052056.33,5765182.94,3558348.1,483.73,-1,10.0.3.118,59533,626.44,6856.09203948822
60000,SAT_63579,STARLINK-33755,SAT,-1029792.81,5888097.09,3360651.06,484.43,-1,10.0.3.84,63579,636.42,6857.414681924471
60000,SAT_63578,STARLINK-33719,SAT,-1643412.1,5526528.68,3710144.47,484.42,-1,10.0.3.83,63578,641.06,6856.274102569159
60000,SAT_54054,STARLINK-5163,SAT,-1373688.74,6004527.58,3141000.79,540.57,-1,10.0.3.249,54054,641.8,6914.27929549885
60000,SAT_62448,STARLINK-32719,SAT,-1047273.17,5717092.01,3621623.09,476.08,-1,10.0.3.228,62448,641.89,6848.216990533289
60000,SAT_56547,STARLINK-6291,SAT,-1820844.4,5804559.75,3299949.45,547.58,-1,10.0.3.192,56547,666.38,6920.842043630726
60000,SAT_56770,STARLINK-6342,SAT,-1570384.67,5642598.67,3739188.88,576.93,-1,10.0.3.160,56770,674.46,6948.85323220835
60000,SAT_63188,STARLINK-11642 [DTC],SAT,-1751203.37,5331704.29,3716140.76,359.19,-1,10.0.3.203,63188,685.44,6730.786434528816
60000,SAT_65348,STARLINK-34859,SAT,-946808.06,5907781.04,3333960.37,476.3,-1,10.0.3.68,65348,688.88,6849.351361099457
60000,SAT_49453,STARLINK-3129,SAT,-1622402.18,5561062.76,3772635.51,541.31,-1,10.0.3.238,49453,694.46,6913.059130778539
60000,SAT_57921,STARLINK-30492,SAT,-1089585.47,6015114.4,3190291.23,521.87,-1,10.0.3.36,57921,696.59,6895.415569328465
60000,SAT_48371,STARLINK-2589,SAT,-1686500.07,5935872.71,2974092.69,476.03,-1,10.0.3.176,48371,697.83,6850.1163963938725
60000,SAT_67514,STARLINK-36530,SAT,-1161857.72,5572860.74,3821103.25,484.73,-1,10.0.3.194,67514,705.3,6856.203048051998
60000,SAT_47739,STARLINK-2150,SAT,-1914225.24,5534860.86,3551490.02,476.87,-1,10.0.3.54,47739,711.85,6849.235312877826
60000,SAT_60444,STARLINK-32249,SAT,-1979518.72,5663988.02,3303513.5,476.12,-1,10.0.3.9,60444,720.82,6849.266829246486
61000,SAT_67311,STARLINK-36495,SAT,-1588774.18,5688199.2,3484309.98,484.53,-1,10.0.3.246,67311,513.74,6857.129834751775
61000,SAT_56544,STARLINK-6226,SAT,-1513187.84,5793087.33,3464980.13,545.03,-1,10.0.3.189,56544,548.43,6917.780392107372
61000,SAT_64921,STARLINK-34699,SAT,-1710212.96,5786435.19,3240579.11,475.68,-1,10.0.3.151,64921,567.19,6849.015516465902
61000,SAT_55452,STARLINK-5683,SAT,-1399157.67,5892718.26,3374242.54,560.0,-1,10.0.3.117,55452,570.79,6933.057290690947
61000,SAT_57919,STARLINK-30496,SAT,-1666360.7,5661644.85,3550855.37,515.2,-1,10.0.3.34,57919,580.76,6887.637784370912
61000,SAT_67334,STARLINK-35343,SAT,-1627304.6,5582050.82,3633008.66,483.99,-1,10.0.3.14,67334,586.83,6856.1041081563835
61000,SAT_62528,STARLINK-32786,SAT,-1114841.83,5782301.95,3512860.57,484.47,-1,10.0.3.53,62528,588.08,6856.972913112044
61000,SAT_56555,STARLINK-6252,SAT,-1718867.35,5797372.51,3351425.18,540.38,-1,10.0.3.200,56555,601.63,6913.471177616766
61000,SAT_66405,STARLINK-35683,SAT,-1436989.18,5550041.28,3745993.91,476.67,-1,10.0.3.105,66405,615.55,6848.3842245378
61000,SAT_51809,STARLINK-3607,SAT,-1391731.89,5658652.61,3719698.05,541.35,-1,10.0.3.44,51809,622.91,6913.278570799573
61000,SAT_59533,STARLINK-31509,SAT,-1057688.37,5762064.94,3561717.58,483.74,-1,10.0.3.118,59533,626.44,6856.087016694838
61000,SAT_63579,STARLINK-33755,SAT,-1035315.17,5885059.05,3364264.25,484.44,-1,10.0.3.84,63579,636.42,6857.409967841145
61000,SAT_63578,STARLINK-33719,SAT,-1648785.63,5522798.26,3713305.25,484.43,-1,10.0.3.83,63578,641.06,6856.269434177094
61000,SAT_54054,STARLINK-5163,SAT,-1377654.73,6000987.75,3146006.35,540.58,-1,10.0.3.249,54054,641.8,6914.270929388127
61000,SAT_62448,STARLINK-32719,SAT,-1051643.03,5713377.07,3626202.17,476.09,-1,10.0.3.228,62448,641.89,6848.209458264407
61000,SAT_56547,STARLINK-6291,SAT,-1827049.7,5804718.71,3296247.41,547.58,-1,10.0.3.192,56547,666.38,6920.846544782355
61000,SAT_56770,STARLINK-6342,SAT,-1571932.33,5638290.84,3745018.53,576.94,-1,10.0.3.160,56770,674.46,6948.845849245074
61000,SAT_63188,STARLINK-11642 [DTC],SAT,-1756591.55,5327779.7,3719217.08,359.2,-1,10.0.3.203,63188,685.44,6730.781982312844
61000,SAT_65348,STARLINK-34859,SAT,-951976.98,5909692.71,3329113.71,476.29,-1,10.0.3.68,65348,688.88,6849.359546058816
61000,SAT_49453,STARLINK-3129,SAT,-1628020.57,5562448.12,3768184.44,541.3,-1,10.0.3.238,49453,694.46,6913.066905353425
61000,SAT_57921,STARLINK-30492,SAT,-1094965.29,6012110.18,3194098.42,521.88,-1,10.0.3.36,57921,696.59,6895.410250261467
