time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,radius_km
480000,SAT_01,STARLINK-31405,SAT,-3814245.07,3465519.85,4520595.23,486.41,-1,10.0.3.1,6855.222426607475
480000,SAT_02,STARLINK-31055,SAT,-3443933.78,5872677.17,786537.55,475.44,-1,10.0.3.2,6853.295436622027
480000,SAT_03,STARLINK-11276 [DTC],SAT,-4046600.58,5360815.57,535303.36,359.94,-1,10.0.3.3,6737.942528460602
480000,SAT_04,STARLINK-11707 [DTC],SAT,-4355553.36,4832228.84,1728888.95,354.58,-1,10.0.3.4,6731.29539058918
480000,SAT_05,STARLINK-35901,SAT,-4451049.01,5000021.98,1312265.34,444.25,-1,10.0.3.5,6821.5905339202545
480000,SAT_06,STARLINK-5790,SAT,-4036126.48,5495381.08,1271131.25,558.38,-1,10.0.3.6,6935.798788294375
480000,SAT_07,STARLINK-3086,SAT,-2093318.95,3153743.72,5823808.35,582.77,-1,10.0.3.7,6945.8496510792875
480000,SAT_08,STARLINK-5564,SAT,-3794231.36,3461258.31,4656109.13,563.77,-1,10.0.3.8,6932.232896565209
480000,SAT_09,STARLINK-32545,SAT,-3511010.85,3723899.43,4559595.78,485.88,-1,10.0.3.9,6854.526813031362
480000,SAT_10,STARLINK-34752,SAT,-3863260.98,5658616.39,209975.22,476.72,-1,10.0.3.10,6854.838761180399
480000,SAT_11,STARLINK-32596,SAT,-3393626.75,2773795.5,5259455.77,480.86,-1,10.0.3.11,6846.350779117449
480000,SAT_12,STARLINK-11641 [DTC],SAT,-3587083.55,3386545.7,4581162.3,364.02,-1,10.0.3.12,6732.2290656074965
480000,SAT_13,STARLINK-5118,SAT,-3435612.91,2975883.81,5205269.61,544.46,-1,10.0.3.13,6910.437918885339
480000,SAT_14,STARLINK-31758,SAT,-4456026.77,5157211.76,779748.92,482.24,-1,10.0.3.14,6860.103212829971
480000,SAT_15,STARLINK-35678,SAT,-3563335.18,5760970.05,800324.13,443.2,-1,10.0.3.15,6821.044805239363
480000,SAT_16,STARLINK-6047,SAT,-3182061.1,6143159.62,684798.49,574.26,-1,10.0.3.16,6952.184687768158
480000,SAT_17,STARLINK-4153,SAT,-3515619.61,5788317.66,1407628.91,539.81,-1,10.0.3.17,6917.052965212296
480000,SAT_18,STARLINK-35760,SAT,-2788779.25,3802766.27,4963782.64,479.84,-1,10.0.3.18,6846.711554216787
480000,SAT_19,STARLINK-3130,SAT,-3400196.26,3469131.42,4915824.94,543.68,-1,10.0.3.19,6910.972598446271
480000,SAT_20,STARLINK-3725,SAT,-3156315.0,6040661.57,1182171.42,539.82,-1,10.0.3.20,6917.329387036928
480000,SAT_21,STARLINK-35776,SAT,-3407931.05,2619958.33,5328115.94,480.79,-1,10.0.3.21,6845.947353184406
480000,SAT_22,STARLINK-30951,SAT,-4523476.23,5193851.28,819357.27,558.25,-1,10.0.3.22,6936.08496617757
480000,SAT_23,STARLINK-31965,SAT,-3897205.65,3159220.51,4673832.24,488.47,-1,10.0.3.23,6856.645967006026
480000,SAT_24,STARLINK-32673,SAT,-3338294.83,4113091.85,4352244.0,486.43,-1,10.0.3.24,6855.929169272182
480000,SAT_25,STARLINK-2109,SAT,-3136429.9,6173710.43,125533.27,547.74,-1,10.0.3.25,6925.868291628255
480000,SAT_26,STARLINK-5799,SAT,-4830121.84,4700321.44,1634708.1,558.14,-1,10.0.3.26,6935.082494157822
480000,SAT_27,STARLINK-32078,SAT,-4475076.94,5077558.1,1075079.29,475.4,-1,10.0.3.27,6853.007030317587
