time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,radius_km
360000,SAT_01,STARLINK-31405,SAT,-3322543.48,4156507.8,4322368.52,485.95,-1,10.0.3.1,6855.561384061727
360000,SAT_02,STARLINK-31055,SAT,-2948023.61,6000451.88,1502591.06,475.2,-1,10.0.3.2,6852.302230849489
360000,SAT_03,STARLINK-11276 [DTC],SAT,-3579978.48,5565452.63,1263413.35,359.59,-1,10.0.3.3,6736.966838792903
360000,SAT_04,STARLINK-11707 [DTC],SAT,-3737842.42,5105444.92,2294507.1,355.02,-1,10.0.3.4,6730.660934845528
360000,SAT_05,STARLINK-35901,SAT,-3869638.97,5286405.2,1899128.81,444.59,-1,10.0.3.5,6821.061202899569
360000,SAT_06,STARLINK-5790,SAT,-3441470.27,5727661.49,1856474.08,558.55,-1,10.0.3.6,6935.151027413516
360000,SAT_07,STARLINK-3086,SAT,-1963063.44,3917554.79,5390091.52,581.27,-1,10.0.3.7,6946.505610455698
360000,SAT_08,STARLINK-5564,SAT,-3265419.78,4130246.29,4509615.59,563.36,-1,10.0.3.8,6932.426236552759
360000,SAT_09,STARLINK-32545,SAT,-2951118.8,4367253.19,4382767.77,485.6,-1,10.0.3.9,6854.973079672114
360000,SAT_10,STARLINK-34752,SAT,-3415154.19,5867804.97,938150.21,476.06,-1,10.0.3.10,6853.797423615197
360000,SAT_11,STARLINK-32596,SAT,-3043101.11,3540287.46,5008455.54,480.13,-1,10.0.3.11,6846.804112961986
360000,SAT_12,STARLINK-11641 [DTC],SAT,-2983292.83,4021269.67,4500320.04,363.72,-1,10.0.3.12,6732.274974391415
360000,SAT_13,STARLINK-5118,SAT,-3110801.53,3734102.24,4913392.3,543.7,-1,10.0.3.13,6911.007856421714
360000,SAT_14,STARLINK-31758,SAT,-3909961.78,5462795.38,1386554.91,482.22,-1,10.0.3.14,6859.480228359523
360000,SAT_15,STARLINK-35678,SAT,-2971899.02,5975109.91,1407883.88,443.06,-1,10.0.3.15,6820.282929704678
360000,SAT_16,STARLINK-6047,SAT,-2893328.95,6133745.15,1525885.57,574.34,-1,10.0.3.16,6951.439329433212
360000,SAT_17,STARLINK-4153,SAT,-2985340.38,5874718.41,2099253.82,539.87,-1,10.0.3.17,6916.027774816703
360000,SAT_18,STARLINK-35760,SAT,-2354833.31,4481485.78,4610657.7,479.0,-1,10.0.3.18,6847.416968521564
360000,SAT_19,STARLINK-3130,SAT,-3091615.16,4196292.18,4539168.42,542.77,-1,10.0.3.19,6911.656986757681
360000,SAT_20,STARLINK-3725,SAT,-2635678.21,6110906.21,1882907.92,539.76,-1,10.0.3.20,6916.308015790223
360000,SAT_21,STARLINK-35776,SAT,-3042470.02,3389860.7,5111279.42,480.19,-1,10.0.3.21,6846.382745459008
360000,SAT_22,STARLINK-30951,SAT,-3980908.39,5498214.87,1422068.72,558.2,-1,10.0.3.22,6935.436382136596
360000,SAT_23,STARLINK-31965,SAT,-3312430.36,3803568.6,4644816.88,488.35,-1,10.0.3.23,6856.650263320175
360000,SAT_24,STARLINK-32673,SAT,-2797260.58,4741850.78,4086648.3,485.9,-1,10.0.3.24,6856.42107079936
360000,SAT_25,STARLINK-2109,SAT,-2671950.22,6331790.27,850194.73,547.05,-1,10.0.3.25,6924.862242698008
360000,SAT_26,STARLINK-5799,SAT,-4254952.59,5013492.38,2201559.27,558.48,-1,10.0.3.26,6934.449553265832
360000,SAT_27,STARLINK-32078,SAT,-3989988.93,5277747.33,1781883.62,475.3,-1,10.0.3.27,6851.9878703971
360000,SAT_28,STARLINK-30767,SAT,-3227146.72,3950633.54,4692669.1,563.0,-1,10.0.3.28,6931.314781617879
360000,SAT_29,STARLINK-33674,SAT,-2736203.98,5921317.48,2120794.87,482.97,-1,10.0.3.29,6859.051231747705
360000,SAT_30,STARLINK-1337,SAT,-3910397.46,5534206.97,1013555.55,474.04,-1,10.0.3.30,6851.711460278143
360000,SAT_31,STARLINK-11102 [DTC],SAT,-3347231.73,3350152.37,4783306.25,363.77,-1,10.0.3.31,6731.08459594919
360000,SAT_32,STARLINK-32648,SAT,-2383879.76,3883815.92,5109333.53,480.12,-1,10.0.3.32,6846.327331596508
360000,SAT_33,STARLINK-33907,SAT,-4359327.84,4937494.13,1914616.46,482.72,-1,10.0.3.33,6859.17952012385
360000,SAT_34,STARLINK-3796,SAT,-2227102.7,4196053.59,5019383.2,544.11,-1,10.0.3.34,6910.937698673127
