time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,radius_km
540000,SAT_01,STARLINK-31405,SAT,-4039959.31,3099347.0,4589679.38,486.57,-1,10.0.3.1,6855.098822341065
540000,SAT_02,STARLINK-31055,SAT,-3670521.03,5772611.36,422424.36,475.72,-1,10.0.3.2,6853.773331909564
540000,SAT_03,STARLINK-11276 [DTC],SAT,-4253597.3,5223533.29,166604.43,360.28,-1,10.0.3.3,6738.408347555166
540000,SAT_04,STARLINK-11707 [DTC],SAT,-4636452.32,4665185.82,1433157.33,354.45,-1,10.0.3.4,6731.611158058314
540000,SAT_05,STARLINK-35901,SAT,-4714370.03,4826355.57,1009229.52,444.18,-1,10.0.3.5,6821.842646372874
540000,SAT_06,STARLINK-5790,SAT,-4309843.35,5347413.09,969591.6,558.4,-1,10.0.3.6,6936.114497860682
540000,SAT_07,STARLINK-3086,SAT,-2150376.03,2751728.22,6003734.39,583.43,-1,10.0.3.7,6945.570667181466
540000,SAT_08,STARLINK-5564,SAT,-4039340.82,3107174.65,4699388.09,563.89,-1,10.0.3.8,6932.175487259013
540000,SAT_09,STARLINK-32545,SAT,-3772599.32,3380332.14,4617688.45,485.95,-1,10.0.3.9,6854.356105955165
540000,SAT_10,STARLINK-34752,SAT,-4063639.79,5518874.75,-156338.12,477.21,-1,10.0.3.10,6855.332847996801
540000,SAT_11,STARLINK-32596,SAT,-3551804.2,2373418.78,5349943.27,481.14,-1,10.0.3.11,6846.190383900569
540000,SAT_12,STARLINK-11641 [DTC],SAT,-3868814.02,3048533.84,4589316.33,364.07,-1,10.0.3.12,6732.243672935374
540000,SAT_13,STARLINK-5118,SAT,-3581195.18,2578707.34,5317553.99,544.76,-1,10.0.3.13,6910.2149676540475
540000,SAT_14,STARLINK-31758,SAT,-4702223.57,4973217.75,470445.42,482.37,-1,10.0.3.14,6860.4023340018175
540000,SAT_15,STARLINK-35678,SAT,-3837227.83,5618442.13,490400.4,443.39,-1,10.0.3.15,6821.414951445602
