time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,radius_km
420000,SAT_01,STARLINK-31405,SAT,-3574794.36,3818389.0,4431359.36,486.2,-1,10.0.3.1,6855.377090216732
420000,SAT_02,STARLINK-31055,SAT,-3202815.19,5948696.45,1147131.16,475.27,-1,10.0.3.2,6852.8041336215265
420000,SAT_03,STARLINK-11276 [DTC],SAT,-3821779.47,5474916.91,901481.33,359.71,-1,10.0.3.3,6737.461100225812
420000,SAT_04,STARLINK-11707 [DTC],SAT,-4055607.2,4979157.48,2016458.0,354.77,-1,10.0.3.4,6730.977777195212
420000,SAT_05,STARLINK-35901,SAT,-4169108.03,5153549.55,1609347.66,444.39,-1,10.0.3.5,6821.3293880931415
420000,SAT_06,STARLINK-5790,SAT,-3746317.03,5622266.55,1567184.71,558.44,-1,10.0.3.6,6935.47693845021
420000,SAT_07,STARLINK-3086,SAT,-2030833.42,3542888.83,5618970.24,582.04,-1,10.0.3.7,6946.162408087888
420000,SAT_08,STARLINK-5564,SAT,-3535928.22,3802732.5,4592760.93,563.59,-1,10.0.3.8,6932.316770292821
420000,SAT_09,STARLINK-32545,SAT,-3236822.67,4053324.19,4481172.43,485.76,-1,10.0.3.9,6854.73298777255
420000,SAT_10,STARLINK-34752,SAT,-3646848.3,5775054.7,575349.48,476.34,-1,10.0.3.10,6854.326103661924
420000,SAT_11,STARLINK-32596,SAT,-3223842.38,3163295.51,5145457.34,480.52,-1,10.0.3.11,6846.556025654803
420000,SAT_12,STARLINK-11641 [DTC],SAT,-3291490.43,3711258.39,4551450.54,363.9,-1,10.0.3.12,6732.2396055245445
420000,SAT_13,STARLINK-5118,SAT,-3278625.45,3361538.33,5070354.16,544.1,-1,10.0.3.13,6910.703010061726
420000,SAT_14,STARLINK-31758,SAT,-4191610.33,5320594.24,1085573.63,482.2,-1,10.0.3.14,6859.795210604707
420000,SAT_15,STARLINK-35678,SAT,-3274527.93,5879996.9,1106615.46,443.1,-1,10.0.3.15,6820.6667184865955
420000,SAT_16,STARLINK-6047,SAT,-3044193.08,6150908.67,1107716.09,574.23,-1,10.0.3.16,6951.821625376038
420000,SAT_17,STARLINK-4153,SAT,-3257327.16,5842979.41,1757264.55,539.79,-1,10.0.3.17,6916.543017407202
420000,SAT_18,STARLINK-35760,SAT,-2576040.72,4150391.22,4797948.33,479.43,-1,10.0.3.18,6847.046169517262
420000,SAT_19,STARLINK-3130,SAT,-3251334.48,3840327.88,4737799.09,543.23,-1,10.0.3.19,6911.297587569717
420000,SAT_20,STARLINK-3725,SAT,-2902111.71,6087794.97,1535881.14,539.74,-1,10.0.3.20,6916.822308711142
420000,SAT_21,STARLINK-35776,SAT,-3230687.05,3010792.7,5231392.0,480.52,-1,10.0.3.21,6846.14298383221
420000,SAT_22,STARLINK-30951,SAT,-4260655.71,5356323.01,1123136.88,558.19,-1,10.0.3.22,6935.763816468032
420000,SAT_23,STARLINK-31965,SAT,-3611394.14,3487827.76,4669724.28,488.44,-1,10.0.3.23,6856.63437621363
420000,SAT_24,STARLINK-32673,SAT,-3073203.26,4436104.9,4228871.54,486.18,-1,10.0.3.24,6856.162152611372
420000,SAT_25,STARLINK-2109,SAT,-2910108.83,6265221.37,488924.1,547.34,-1,10.0.3.25,6925.372119468344
420000,SAT_26,STARLINK-5799,SAT,-4551605.59,4866075.97,1922282.58,558.28,-1,10.0.3.26,6934.7659737082795
420000,SAT_27,STARLINK-32078,SAT,-4241519.01,5188118.72,1431685.1,475.3,-1,10.0.3.27,6852.501849001416
420000,SAT_28,STARLINK-30767,SAT,-3533010.33,3645484.55,4719188.64,563.07,-1,10.0.3.28,6931.2669127714635
420000,SAT_29,STARLINK-33674,SAT,-3061806.84,5856479.18,1838182.52,482.85,-1,10.0.3.29,6859.440537542242
420000,SAT_30,STARLINK-1337,SAT,-4136279.56,5423921.15,651949.55,474.27,-1,10.0.3.30,6852.208947167061
420000,SAT_31,STARLINK-11102 [DTC],SAT,-3483400.99,2958064.32,4941555.0,364.18,-1,10.0.3.31,6730.764651688175
420000,SAT_32,STARLINK-32648,SAT,-2636898.86,3544666.18,5229802.55,480.44,-1,10.0.3.32,6846.073957933231
420000,SAT_33,STARLINK-33907,SAT,-4644702.61,4778662.64,1625746.5,482.51,-1,10.0.3.33,6859.440986300184
420000,SAT_34,STARLINK-3796,SAT,-2479720.68,3868248.42,5161881.18,544.49,-1,10.0.3.34,6910.6712992364455
420000,SAT_35,STARLINK-33699,SAT,-3650159.42,5783557.88,542904.07,482.61,-1,10.0.3.35,6860.608600696253
420000,SAT_36,STARLINK-34641,SAT,-2424867.54,6512335.59,-236631.75,575.05,-1,10.0.3.36,6953.164172406284
420000,SAT_37,STARLINK-31222,SAT,-3520561.44,3188938.12,4930069.55,479.09,-1,10.0.3.37,6846.113127449853
420000,SAT_38,STARLINK-31825,SAT,-4234643.15,5101778.77,1729129.85,475.26,-1,10.0.3.38,6852.024464640042
420000,SAT_39,STARLINK-1789,SAT,-2360392.79,3795449.29,4985203.16,329.2,-1,10.0.3.39,6695.456667212437
420000,SAT_40,STARLINK-30375,SAT,-4051353.1,3397261.8,4482926.08,562.75,-1,10.0.3.40,6931.917189159361
420000,SAT_41,STARLINK-6365,SAT,-3317108.82,6047578.55,729594.59,558.15,-1,10.0.3.41,6936.045379602066
