time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,radius_km
180000,SAT_01,STARLINK-31405,SAT,-2498993.06,5068778.64,3882139.69,485.01,-1,10.0.3.1,6856.273899715625
180000,SAT_02,STARLINK-31055,SAT,-2111073.83,6009474.36,2522413.2,475.54,-1,10.0.3.2,6850.765150750865
180000,SAT_03,STARLINK-11276 [DTC],SAT,-2762280.85,5693372.51,2306829.24,359.82,-1,10.0.3.3,6735.439642251974
180000,SAT_04,STARLINK-11707 [DTC],SAT,-2691082.13,5356492.29,3058676.44,356.04,-1,10.0.3.4,6729.742509773004
180000,SAT_05,STARLINK-35901,SAT,-2878078.35,5556873.91,2711724.28,445.49,-1,10.0.3.5,6820.236888196695
180000,SAT_06,STARLINK-5790,SAT,-2448157.24,5912074.02,2671450.81,559.22,-1,10.0.3.6,6934.172086123406
180000,SAT_07,STARLINK-3086,SAT,-1729616.05,4939519.81,4569446.46,578.82,-1,10.0.3.7,6947.68080618321
180000,SAT_08,STARLINK-5564,SAT,-2391131.76,5016304.9,4145385.15,562.43,-1,10.0.3.8,6932.895786414594
180000,SAT_09,STARLINK-32545,SAT,-2036316.27,5203446.17,3972481.42,484.94,-1,10.0.3.9,6855.876649109113
180000,SAT_10,STARLINK-34752,SAT,-2636876.9,6001569.92,1994977.0,475.83,-1,10.0.3.10,6852.145249550057
180000,SAT_11,STARLINK-32596,SAT,-2442139.12,4580679.57,4466029.38,478.76,-1,10.0.3.11,6847.779729771756
180000,SAT_12,STARLINK-11641 [DTC],SAT,-1996322.79,4849962.46,4221304.88,362.82,-1,10.0.3.12,6732.522219435629
180000,SAT_13,STARLINK-5118,SAT,-2548485.36,4758365.58,4317494.32,542.36,-1,10.0.3.13,6912.1326539856955
180000,SAT_14,STARLINK-31758,SAT,-2972558.04,5757901.86,2247152.17,482.68,-1,10.0.3.14,6858.515000034323
180000,SAT_15,STARLINK-35678,SAT,-1992879.94,6114321.6,2268024.95,443.36,-1,10.0.3.15,6819.122836355381
180000,SAT_16,STARLINK-6047,SAT,-2367285.88,5935135.31,2734129.78,575.39,-1,10.0.3.16,6950.20425883578
180000,SAT_17,STARLINK-4153,SAT,-2097227.3,5832629.31,3064665.53,540.56,-1,10.0.3.17,6914.484928503824
180000,SAT_18,STARLINK-35760,SAT,-1648809.29,5361935.09,3928859.99,477.63,-1,10.0.3.18,6848.712346506197
180000,SAT_19,STARLINK-3130,SAT,-2552957.25,5158667.3,3828690.41,541.35,-1,10.0.3.19,6912.908887584359
180000,SAT_20,STARLINK-3725,SAT,-1772643.34,6036603.18,2868971.69,540.31,-1,10.0.3.20,6914.755304539266
180000,SAT_21,STARLINK-35776,SAT,-2419381.81,4440823.45,4616468.53,478.95,-1,10.0.3.21,6847.3427652710025
180000,SAT_22,STARLINK-30951,SAT,-3050587.33,5796167.99,2277011.24,558.62,-1,10.0.3.22,6934.437728709048
180000,SAT_23,STARLINK-31965,SAT,-2348864.34,4660985.06,4446859.91,487.74,-1,10.0.3.23,6856.858499081925
180000,SAT_24,STARLINK-32673,SAT,-1915124.19,5543209.0,3553605.14,484.96,-1,10.0.3.24,6857.330105211398
180000,SAT_25,STARLINK-2109,SAT,-1894726.09,6380446.75,1905698.96,546.77,-1,10.0.3.25,6923.277851701268
180000,SAT_26,STARLINK-5799,SAT,-3267608.35,5341295.79,2977761.08,559.35,-1,10.0.3.26,6933.524795861353
180000,SAT_27,STARLINK-32078,SAT,-3137259.31,5419008.29,2778544.23,475.82,-1,10.0.3.27,6850.427348956902
180000,SAT_28,STARLINK-30767,SAT,-2247258.72,4776401.51,4492597.61,562.51,-1,10.0.3.28,6931.638797912369
180000,SAT_29,STARLINK-33674,SAT,-1694673.45,5975613.51,2907042.51,483.62,-1,10.0.3.29,6857.898444711508
180000,SAT_30,STARLINK-1337,SAT,-3137217.56,5728818.17,2064773.63,473.98,-1,10.0.3.30,6850.166551759006
180000,SAT_31,STARLINK-11102 [DTC],SAT,-2867339.55,4433359.7,4176975.0,362.39,-1,10.0.3.31,6732.268152354249
180000,SAT_32,STARLINK-32648,SAT,-1582828.9,4805845.81,4613508.54,478.93,-1,10.0.3.32,6847.33249702559
180000,SAT_33,STARLINK-33907,SAT,-3399942.08,5296437.21,2725021.41,483.65,-1,10.0.3.33,6858.395945976414
180000,SAT_34,STARLINK-3796,SAT,-1432270.3,5079120.3,4463885.23,542.76,-1,10.0.3.34,6911.955771035166
180000,SAT_35,STARLINK-33699,SAT,-2454941.08,6161652.27,1749163.57,482.73,-1,10.0.3.35,6859.465547495874
180000,SAT_36,STARLINK-34641,SAT,-1900554.24,6525610.61,1459030.25,574.39,-1,10.0.3.36,6951.580361539498
180000,SAT_37,STARLINK-31222,SAT,-2913120.27,4625661.66,4123908.1,477.24,-1,10.0.3.37,6847.600566441097
180000,SAT_38,STARLINK-31825,SAT,-3084821.63,5306014.08,3041677.27,476.04,-1,10.0.3.38,6849.942373546565
180000,SAT_39,STARLINK-1789,SAT,-1271577.56,5002948.05,4266613.79,327.61,-1,10.0.3.39,6697.043520473234
180000,SAT_40,STARLINK-30375,SAT,-3140548.83,4761354.25,3940623.64,561.47,-1,10.0.3.40,6932.68028396913
180000,SAT_41,STARLINK-6365,SAT,-2092298.71,6327470.31,1917415.76,558.28,-1,10.0.3.41,6934.7730757751215
180000,SAT_42,STARLINK-30999,SAT,-1470640.59,6371402.16,2044593.8,474.9,-1,10.0.3.42,6851.124946781124
180000,SAT_43,STARLINK-35930,SAT,-3099326.63,5019161.89,3497564.94,485.34,-1,10.0.3.43,6857.898522650559
180000,SAT_44,STARLINK-3807,SAT,-2602899.53,4314149.33,4730572.18,543.15,-1,10.0.3.44,6911.243271293785
180000,SAT_45,STARLINK-4147,SAT,-1315513.46,5485484.61,3995499.08,541.71,-1,10.0.3.45,6912.678928481264
180000,SAT_46,STARLINK-31746,SAT,-3493576.46,5380877.39,2424501.38,482.91,-1,10.0.3.46,6858.361678250954
180000,SAT_47,STARLINK-11420 [DTC],SAT,-1620910.57,5569039.41,3415014.21,358.2,-1,10.0.3.47,6730.81518692742
180000,SAT_48,STARLINK-32631,SAT,-2673341.67,5238897.81,3510331.8,476.97,-1,10.0.3.48,6849.469708982763
180000,SAT_49,STARLINK-11369 [DTC],SAT,-2398109.02,4987892.12,3831531.13,360.13,-1,10.0.3.49,6731.316771087402
180000,SAT_50,STARLINK-30993,SAT,-2769359.95,5082422.86,3815683.39,560.88,-1,10.0.3.50,6932.518762559283
181000,SAT_01,STARLINK-31405,SAT,-2503810.53,5064175.6,3885033.81,485.02,-1,10.0.3.1,6856.269348750628
181000,SAT_02,STARLINK-31055,SAT,-2115990.79,6010028.24,2516991.03,475.53,-1,10.0.3.2,6850.773701857534
181000,SAT_03,STARLINK-11276 [DTC],SAT,-2767171.45,5693260.51,2301262.55,359.82,-1,10.0.3.3,6735.448195365551
181000,SAT_04,STARLINK-11707 [DTC],SAT,-2697237.45,5355636.66,3054761.19,356.03,-1,10.0.3.4,6729.747381852359
181000,SAT_05,STARLINK-35901,SAT,-2883930.58,5555911.99,2707485.95,445.49,-1,10.0.3.5,6820.24147668778
181000,SAT_06,STARLINK-5790,SAT,-2453961.99,5911601.38,2667181.38,559.22,-1,10.0.3.6,6934.177444960676
181000,SAT_07,STARLINK-3086,SAT,-1731032.32,4934312.17,4574523.12,578.83,-1,10.0.3.7,6947.67380202246
181000,SAT_08,STARLINK-5564,SAT,-2396213.0,5011821.71,4147867.74,562.43,-1,10.0.3.8,6932.892641800321
181000,SAT_09,STARLINK-32545,SAT,-2041598.58,5199277.08,3975218.18,484.95,-1,10.0.3.9,6855.870950876618
181000,SAT_10,STARLINK-34752,SAT,-2641514.84,6001429.13,1989288.89,475.83,-1,10.0.3.10,6852.154591092513
181000,SAT_11,STARLINK-32596,SAT,-2445696.81,4575323.77,4469561.58,478.77,-1,10.0.3.11,6847.773448660761
181000,SAT_12,STARLINK-11641 [DTC],SAT,-2002019.12,4845819.15,4223361.9,362.82,-1,10.0.3.12,6732.520295530042
181000,SAT_13,STARLINK-5118,SAT,-2551831.55,4753108.98,4321295.13,542.37,-1,10.0.3.13,6912.125638028708
181000,SAT_14,STARLINK-31758,SAT,-2978110.15,5756818.19,2242589.11,482.68,-1,10.0.3.14,6858.520369185943
181000,SAT_15,STARLINK-35678,SAT,-1998572.58,6114158.31,2263470.62,443.36,-1,10.0.3.15,6819.129229225173
181000,SAT_16,STARLINK-6047,SAT,-2370495.47,5936836.35,2727666.33,575.38,-1,10.0.3.16,6950.211380079566
181000,SAT_17,STARLINK-4153,SAT,-2102424.98,5833427.59,3059599.7,540.56,-1,10.0.3.17,6914.493370344736
