time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,radius_km
240000,SAT_01,STARLINK-31405,SAT,-2783603.59,4782996.41,4047146.52,485.35,-1,10.0.3.1,6856.01185520284
240000,SAT_02,STARLINK-31055,SAT,-2401151.41,6030806.22,2191774.66,475.34,-1,10.0.3.2,6851.279290552517
240000,SAT_03,STARLINK-11276 [DTC],SAT,-3049198.4,5674805.7,1967746.55,359.65,-1,10.0.3.3,6735.95257557177
240000,SAT_04,STARLINK-11707 [DTC],SAT,-3054163.58,5294421.16,2816848.27,355.66,-1,10.0.3.4,6730.040473062265
240000,SAT_05,STARLINK-35901,SAT,-3222854.28,5488388.57,2451569.52,445.15,-1,10.0.3.5,6820.512584609312
240000,SAT_06,STARLINK-5790,SAT,-2791189.6,5872764.03,2409800.96,558.95,-1,10.0.3.6,6934.496189488241
240000,SAT_07,STARLINK-3086,SAT,-1812289.23,4617317.6,4864208.93,579.64,-1,10.0.3.7,6947.268714188008
240000,SAT_08,STARLINK-5564,SAT,-2691939.54,4738246.75,4285445.97,562.77,-1,10.0.3.8,6932.717209917783
240000,SAT_09,STARLINK-32545,SAT,-2349692.12,4943509.93,4127854.61,485.19,-1,10.0.3.9,6855.547182252993
240000,SAT_10,STARLINK-34752,SAT,-2909257.43,5981198.43,1649555.98,475.81,-1,10.0.3.10,6852.703728033077
240000,SAT_11,STARLINK-32596,SAT,-2651518.13,4250474.49,4667982.78,479.24,-1,10.0.3.11,6847.418858097991
240000,SAT_12,STARLINK-11641 [DTC],SAT,-2334345.04,4591869.86,4334859.62,363.17,-1,10.0.3.12,6732.41735946722
240000,SAT_13,STARLINK-5118,SAT,-2745083.7,4433944.65,4536144.17,542.82,-1,10.0.3.13,6911.725805491295
240000,SAT_14,STARLINK-31758,SAT,-3299275.72,5681802.68,1968642.71,482.47,-1,10.0.3.14,6858.837809036808
240000,SAT_15,STARLINK-35678,SAT,-2329841.94,6092437.04,1989909.79,443.2,-1,10.0.3.15,6819.508305155494
240000,SAT_16,STARLINK-6047,SAT,-2554367.23,6025521.29,2340838.56,574.93,-1,10.0.3.16,6950.627592233956
240000,SAT_17,STARLINK-4153,SAT,-2404235.09,5869429.61,2754379.62,540.26,-1,10.0.3.17,6914.995112493096
240000,SAT_18,STARLINK-35760,SAT,-1890355.53,5088548.67,4175141.56,478.09,-1,10.0.3.18,6848.253692935125
240000,SAT_19,STARLINK-3130,SAT,-2741830.44,4856805.32,4083625.31,541.81,-1,10.0.3.19,6912.466112073425
240000,SAT_20,STARLINK-3725,SAT,-2069931.14,6085164.98,2550906.7,540.06,-1,10.0.3.20,6915.270981694426
240000,SAT_21,STARLINK-35776,SAT,-2636046.6,4106385.39,4803130.89,479.4,-1,10.0.3.21,6846.985394686424
