time_ms,src,dst,direction,distance_km,delay_ms,jitter_ms,loss_pct,bw_mbps,max_queue_pkt,type,status
480000,SAT_46681,SAT_67325,BIDIR,203.207,0.68,0.068,0.0,100,11,SAT-SAT,UP
480000,SAT_46681,SAT_56556,BIDIR,278.392,0.93,0.093,0.0,100,15,SAT-SAT,UP
480000,SAT_46681,SAT_55451,BIDIR,312.418,1.04,0.104,0.0,100,17,SAT-SAT,UP
480000,SAT_46681,SAT_64914,BIDIR,317.271,1.06,0.106,0.0,100,17,SAT-SAT,UP
480000,SAT_46681,SAT_49442,BIDIR,377.258,1.26,0.126,0.0,100,20,SAT-SAT,UP
480000,SAT_46681,UAV_02,BIDIR,387.19,1.29,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,UAV_01,BIDIR,387.526,1.29,0.129,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,GS_01,BIDIR,387.678,1.29,0.129,0.0,20,10,SAT-GS,UP
480000,SAT_46681,UAV_03,BIDIR,388.528,1.3,0.13,0.0,20,10,SAT-UAV,UP
480000,SAT_46681,SAT_47733,BIDIR,389.388,1.3,0.13,0.0,100,21,SAT-SAT,UP
480000,SAT_46681,SAT_63587,BIDIR,428.058,1.43,0.143,0.0,100,23,SAT-SAT,UP
480000,SAT_46681,SAT_65689,BIDIR,507.351,1.69,0.169,0.0,100,28,SAT-SAT,UP
480000,SAT_46681,SAT_59534,BIDIR,507.74,1.69,0.169,0.0,100,28,SAT-SAT,UP
480000,SAT_46681,SAT_67347,BIDIR,508.483,1.69,0.169,0.0,100,28,SAT-SAT,UP
480000,SAT_46681,SAT_54055,BIDIR,543.633,1.81,0.181,0.0,100,30,SAT-SAT,UP
480000,SAT_46681,SAT_63704,BIDIR,579.475,1.93,0.193,0.0,100,32,SAT-SAT,UP
480000,SAT_46681,SAT_59756,BIDIR,594.51,1.98,0.198,0.0,100,33,SAT-SAT,UP
480000,SAT_46681,SAT_57463,BIDIR,596.632,1.99,0.199,0.0,100,33,SAT-SAT,UP
480000,SAT_46681,SAT_63194,BIDIR,664.34,2.21,0.221,0.0,100,36,SAT-SAT,UP
480000,SAT_67325,SAT_55451,BIDIR,158.805,0.53,0.053,0.0,100,10,SAT-SAT,UP
480000,SAT_67325,SAT_56556,BIDIR,238.886,0.8,0.08,0.0,100,13,SAT-SAT,UP
