time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
60000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
60000,UAV_01,RELAY,UAV,-1337458.7,5364528.2,3170555.7,10.0.0.2,132.5,94.0
60000,UAV_02,RELAY,UAV,-1337712.1,5364277.3,3170871.1,10.0.0.3,310.9,94.0
60000,UAV_03,RELAY,UAV,-1337270.7,5364744.8,3170270.5,10.0.0.4,126.9,94.0
60000,UAV_04,RELAY,UAV,-1337021.8,5364374.8,3170996.6,10.0.0.5,223.5,94.0
60000,UAV_05,RELAY,UAV,-1337354.9,5364856.8,3170047.0,10.0.0.6,110.1,94.0
60000,UAV_06,RELAY,UAV,-1337553.2,5364871.4,3169939.2,10.0.0.7,94.4,94.0
60000,UAV_07,RELAY,UAV,-1336855.6,5364877.0,3170222.3,10.0.0.8,147.4,94.0
60000,UAV_08,RELAY,UAV,-1337147.1,5364097.2,3171410.7,10.0.0.9,254.0,94.0
60000,UAV_09,RELAY,UAV,-1338321.2,5364615.6,3170047.5,10.0.0.10,41.9,94.0
60000,UAV_10,RELAY,UAV,-1336683.1,5364294.5,3171273.5,10.0.0.11,224.2,94.0
60000,UAV_11,RELAY,UAV,-1337913.9,5364932.3,3169685.8,10.0.0.12,75.4,94.0
60000,UAV_12,RELAY,UAV,-1338166.3,5363855.4,3171389.8,10.0.0.13,311.3,94.0
60000,UAV_13,RELAY,UAV,-1336397.9,5364442.0,3171145.0,10.0.0.14,209.3,94.0
60000,UAV_14,RELAY,UAV,-1336924.7,5365157.0,3169722.6,10.0.0.15,125.1,94.0
60000,UAV_15,RELAY,UAV,-1338332.5,5364846.8,3169654.1,10.0.0.16,58.8,94.0
60000,UAV_16,CACHE,UAV,-1338855.4,5364206.3,3170511.5,10.0.0.17,6.2,94.0
60000,UAV_17,RELAY,UAV,-1338570.0,5363807.5,3171301.2,10.0.0.18,327.4,94.0
60000,UAV_18,RELAY,UAV,-1338071.8,5363680.7,3171723.1,10.0.0.19,301.0,94.0
60000,UAV_19,RELAY,UAV,-1337705.5,5363673.7,3171888.3,10.0.0.20,284.2,94.0
60000,UAV_20,RELAY,UAV,-1337572.9,5363671.2,3171948.1,10.0.0.21,279.8,94.0
60000,UAV_21,RELAY,UAV,-1337687.5,5363634.2,3171962.2,10.0.0.22,283.6,94.0
60000,UAV_22,CACHE,UAV,-1338040.7,5363591.3,3171886.4,10.0.0.23,297.1,94.0
60000,UAV_23,RELAY,UAV,-1338568.1,5363631.1,3171598.5,10.0.0.24,317.4,94.0
60000,UAV_24,RELAY,UAV,-1339065.5,5363876.6,3170977.4,10.0.0.25,346.0,94.0
60000,UAV_25,RELAY,UAV,-1339152.4,5364398.3,3170064.3,10.0.0.26,22.8,94.0
60000,UAV_26,CACHE,UAV,-1338446.8,5365062.2,3169244.3,10.0.0.27,65.1,94.0
60000,UAV_27,RELAY,UAV,-1337024.3,5365448.8,3169190.5,10.0.0.28,113.0,94.0
60000,UAV_28,RELAY,UAV,-1335815.1,5365095.5,3170291.0,10.0.0.29,167.7,94.0
60000,UAV_29,RELAY,UAV,-1336127.5,5364099.6,3171833.8,10.0.0.30,227.9,94.0
60000,UAV_30,RELAY,UAV,-1338038.1,5363439.2,3172143.0,10.0.0.31,293.6,94.0
60000,UAV_31,RELAY,UAV,-1339406.5,5364068.6,3170511.9,10.0.0.32,4.8,94.0
60000,UAV_32,RELAY,UAV,-1338104.0,5365322.2,3168950.9,10.0.0.33,78.8,94.0
60000,UAV_33,RELAY,UAV,-1335784.4,5365271.1,3170008.7,10.0.0.34,159.6,94.0
60000,UAV_34,RELAY,UAV,-1336404.4,5363812.3,3172200.6,10.0.0.35,243.2,94.0
60000,UAV_35,RELAY,UAV,-1339154.4,5363554.9,3171480.8,10.0.0.36,332.3,94.0
60000,UAV_36,RELAY,UAV,-1338638.5,5365158.9,3169001.4,10.0.0.37,64.2,94.0
60000,UAV_37,RELAY,UAV,-1335667.6,5365309.5,3169993.2,10.0.0.38,160.1,94.0
60000,UAV_38,RELAY,UAV,-1336875.1,5363539.6,3172461.6,10.0.0.39,260.2,94.0
60000,UAV_39,RELAY,UAV,-1339640.0,5363992.7,3170541.6,10.0.0.40,3.1,94.0
60000,UAV_40,RELAY,UAV,-1337062.6,5365660.0,3168819.6,10.0.0.41,108.7,94.0
60000,UAV_41,RELAY,UAV,-1335651.7,5364211.8,3171844.6,10.0.0.42,218.4,94.0
60000,UAV_42,RELAY,UAV,-1339318.9,5363467.4,3171559.0,10.0.0.43,332.2,94.0
60000,UAV_43,RELAY,UAV,-1337886.8,5365559.1,3168643.7,10.0.0.44,87.5,94.0
60000,UAV_44,RELAY,UAV,-1335368.7,5364477.9,3171516.0,10.0.0.45,206.8,94.0
60000,UAV_45,RELAY,UAV,-1339286.6,5363382.9,3171714.6,10.0.0.46,327.5,94.0
60000,UAV_46,RELAY,UAV,-1337724.5,5365641.5,3168573.4,10.0.0.47,92.4,94.0
60000,UAV_47,RELAY,UAV,-1335513.0,5364197.6,3171926.6,10.0.0.48,218.6,94.0
60000,UAV_48,RELAY,UAV,-1339753.9,5363651.8,3171066.8,10.0.0.49,347.6,94.0
60000,UAV_49,RELAY,UAV,-1336592.6,5365798.6,3168783.5,10.0.0.50,119.3,94.0
60000,UAV_50,RELAY,UAV,-1336553.8,5363485.1,3172688.0,10.0.0.51,253.8,94.0
60100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
60100,UAV_01,RELAY,UAV,-1337459.9,5364528.4,3170554.9,10.0.0.2,131.1,94.0
60100,UAV_02,RELAY,UAV,-1337710.9,5364277.1,3170872.0,10.0.0.3,310.9,94.0
60100,UAV_03,RELAY,UAV,-1337272.0,5364744.9,3170269.7,10.0.0.4,126.9,94.0
60100,UAV_04,RELAY,UAV,-1337020.9,5364375.5,3170995.7,10.0.0.5,223.5,94.0
60100,UAV_05,RELAY,UAV,-1337356.3,5364856.7,3170046.5,10.0.0.6,110.1,94.0
60100,UAV_06,RELAY,UAV,-1337554.7,5364871.1,3169939.1,10.0.0.7,94.4,94.0
60100,UAV_07,RELAY,UAV,-1336856.5,5364877.4,3170221.2,10.0.0.8,147.4,94.0
60100,UAV_08,RELAY,UAV,-1337145.7,5364097.7,3171410.3,10.0.0.9,254.0,94.0
60100,UAV_09,RELAY,UAV,-1338322.0,5364614.8,3170048.4,10.0.0.10,41.9,94.0
60100,UAV_10,RELAY,UAV,-1336682.2,5364295.3,3171272.5,10.0.0.11,224.2,94.0
60100,UAV_11,RELAY,UAV,-1337915.3,5364931.8,3169686.1,10.0.0.12,75.4,94.0
60100,UAV_12,RELAY,UAV,-1338165.1,5363855.2,3171390.7,10.0.0.13,311.3,94.0
60100,UAV_13,RELAY,UAV,-1336397.4,5364442.9,3171143.8,10.0.0.14,209.3,94.0
60100,UAV_14,RELAY,UAV,-1336925.9,5365157.2,3169721.9,10.0.0.15,125.1,94.0
60100,UAV_15,RELAY,UAV,-1338333.6,5364846.1,3169654.8,10.0.0.16,58.8,94.0
60100,UAV_16,CACHE,UAV,-1338855.4,5364205.5,3170512.8,10.0.0.17,6.2,94.0
60100,UAV_17,RELAY,UAV,-1338569.1,5363807.1,3171302.3,10.0.0.18,327.4,94.0
60100,UAV_18,RELAY,UAV,-1338070.4,5363680.6,3171723.8,10.0.0.19,301.0,94.0
60100,UAV_19,RELAY,UAV,-1337704.0,5363673.9,3171888.7,10.0.0.20,284.2,94.0
60100,UAV_20,RELAY,UAV,-1337571.4,5363671.5,3171948.3,10.0.0.21,279.8,94.0
60100,UAV_21,RELAY,UAV,-1337686.1,5363634.4,3171962.5,10.0.0.22,283.6,94.0
60100,UAV_22,CACHE,UAV,-1338039.3,5363591.3,3171886.9,10.0.0.23,297.1,94.0
60100,UAV_23,RELAY,UAV,-1338567.0,5363630.8,3171599.5,10.0.0.24,317.4,94.0
60100,UAV_24,RELAY,UAV,-1339065.0,5363876.0,3170978.7,10.0.0.25,346.0,94.0
60100,UAV_25,RELAY,UAV,-1339152.8,5364397.5,3170065.5,10.0.0.26,22.8,94.0
60100,UAV_26,CACHE,UAV,-1338448.0,5365061.5,3169244.8,10.0.0.27,65.1,94.0
60100,UAV_27,RELAY,UAV,-1337025.7,5365448.8,3169190.0,10.0.0.28,113.0,94.0
60100,UAV_28,RELAY,UAV,-1335815.5,5365096.2,3170289.7,10.0.0.29,167.7,94.0
60100,UAV_29,RELAY,UAV,-1336126.6,5364100.4,3171832.9,10.0.0.30,227.9,94.0
60100,UAV_30,RELAY,UAV,-1338036.7,5363439.3,3172143.5,10.0.0.31,293.6,94.0
60100,UAV_31,RELAY,UAV,-1339406.5,5364067.9,3170513.2,10.0.0.32,3.5,94.0
60100,UAV_32,RELAY,UAV,-1338105.4,5365321.7,3168951.2,10.0.0.33,78.8,94.0
60100,UAV_33,RELAY,UAV,-1335785.1,5365271.7,3170007.5,10.0.0.34,159.6,94.0
60100,UAV_34,RELAY,UAV,-1336403.2,5363812.9,3172200.1,10.0.0.35,243.2,94.0
60100,UAV_35,RELAY,UAV,-1339153.6,5363554.5,3171482.0,10.0.0.36,332.3,94.0
60100,UAV_36,RELAY,UAV,-1338639.7,5365158.3,3169001.9,10.0.0.37,64.2,94.0
60100,UAV_37,RELAY,UAV,-1335668.3,5365310.0,3169992.0,10.0.0.38,160.1,94.0
60100,UAV_38,RELAY,UAV,-1336873.7,5363540.1,3172461.4,10.0.0.39,260.2,94.0
60100,UAV_39,RELAY,UAV,-1339639.9,5363992.0,3170542.9,10.0.0.40,3.1,94.0
60100,UAV_40,RELAY,UAV,-1337064.0,5365659.9,3168819.2,10.0.0.41,108.7,94.0
60100,UAV_41,RELAY,UAV,-1335650.9,5364212.6,3171843.6,10.0.0.42,218.4,94.0
60100,UAV_42,RELAY,UAV,-1339318.1,5363466.9,3171560.1,10.0.0.43,332.2,94.0
60100,UAV_43,RELAY,UAV,-1337888.3,5365558.7,3168643.8,10.0.0.44,87.5,94.0
60100,UAV_44,RELAY,UAV,-1335368.2,5364478.7,3171514.9,10.0.0.45,206.8,94.0
60100,UAV_45,RELAY,UAV,-1339285.7,5363382.5,3171715.7,10.0.0.46,327.5,94.0
60100,UAV_46,RELAY,UAV,-1337725.9,5365641.1,3168573.3,10.0.0.47,92.4,94.0
60100,UAV_47,RELAY,UAV,-1335512.2,5364198.4,3171925.6,10.0.0.48,218.6,94.0
60100,UAV_48,RELAY,UAV,-1339753.4,5363651.2,3171068.1,10.0.0.49,347.6,94.0
60100,UAV_49,RELAY,UAV,-1336593.9,5365798.7,3168782.9,10.0.0.50,119.3,94.0
60100,UAV_50,RELAY,UAV,-1336552.4,5363485.6,3172687.6,10.0.0.51,253.8,94.0
60200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
60200,UAV_01,RELAY,UAV,-1337461.2,5364528.6,3170554.0,10.0.0.2,129.8,94.0
60200,UAV_02,RELAY,UAV,-1337709.7,5364276.9,3170872.8,10.0.0.3,310.9,94.0
60200,UAV_03,RELAY,UAV,-1337273.3,5364745.1,3170268.9,10.0.0.4,126.9,94.0
60200,UAV_04,RELAY,UAV,-1337020.1,5364376.3,3170994.7,10.0.0.5,223.5,94.0
60200,UAV_05,RELAY,UAV,-1337357.7,5364856.6,3170046.1,10.0.0.6,110.1,94.0
60200,UAV_06,RELAY,UAV,-1337556.2,5364870.8,3169939.0,10.0.0.7,94.4,94.0
60200,UAV_07,RELAY,UAV,-1336857.5,5364877.8,3170220.1,10.0.0.8,147.4,94.0
60200,UAV_08,RELAY,UAV,-1337144.4,5364098.2,3171410.0,10.0.0.9,254.0,94.0
60200,UAV_09,RELAY,UAV,-1338322.9,5364614.0,3170049.4,10.0.0.10,41.9,94.0
60200,UAV_10,RELAY,UAV,-1336681.4,5364296.0,3171271.6,10.0.0.11,224.2,94.0
60200,UAV_11,RELAY,UAV,-1337916.7,5364931.2,3169686.4,10.0.0.12,75.4,94.0
60200,UAV_12,RELAY,UAV,-1338163.9,5363855.0,3171391.5,10.0.0.13,311.3,94.0
60200,UAV_13,RELAY,UAV,-1336396.8,5364443.7,3171142.7,10.0.0.14,209.3,94.0
60200,UAV_14,RELAY,UAV,-1336927.2,5365157.3,3169721.1,10.0.0.15,125.1,94.0
60200,UAV_15,RELAY,UAV,-1338334.8,5364845.4,3169655.5,10.0.0.16,58.8,94.0
60200,UAV_16,CACHE,UAV,-1338855.4,5364204.7,3170514.1,10.0.0.17,6.2,94.0
60200,UAV_17,RELAY,UAV,-1338568.1,5363806.7,3171303.4,10.0.0.18,327.4,94.0
60200,UAV_18,RELAY,UAV,-1338069.1,5363680.6,3171724.4,10.0.0.19,299.6,94.0
60200,UAV_19,RELAY,UAV,-1337702.6,5363674.1,3171889.0,10.0.0.20,284.2,94.0
60200,UAV_20,RELAY,UAV,-1337569.9,5363671.7,3171948.5,10.0.0.21,279.8,94.0
60200,UAV_21,RELAY,UAV,-1337684.6,5363634.6,3171962.8,10.0.0.22,283.6,94.0
60200,UAV_22,CACHE,UAV,-1338038.0,5363591.3,3171887.5,10.0.0.23,297.1,94.0
60200,UAV_23,RELAY,UAV,-1338565.9,5363630.5,3171600.5,10.0.0.24,317.4,94.0
60200,UAV_24,RELAY,UAV,-1339064.5,5363875.4,3170979.9,10.0.0.25,346.0,94.0
60200,UAV_25,RELAY,UAV,-1339153.2,5364396.7,3170066.7,10.0.0.26,22.8,94.0
60200,UAV_26,CACHE,UAV,-1338449.3,5365060.9,3169245.4,10.0.0.27,65.1,94.0
60200,UAV_27,RELAY,UAV,-1337027.1,5365448.7,3169189.5,10.0.0.28,113.0,94.0
60200,UAV_28,RELAY,UAV,-1335816.0,5365096.8,3170288.4,10.0.0.29,167.7,94.0
60200,UAV_29,RELAY,UAV,-1336125.6,5364101.1,3171832.0,10.0.0.30,227.9,94.0
60200,UAV_30,RELAY,UAV,-1338035.3,5363439.3,3172144.1,10.0.0.31,293.6,94.0
60200,UAV_31,CACHE,UAV,-1339406.4,5364067.1,3170514.5,10.0.0.32,3.5,94.0
60200,UAV_32,RELAY,UAV,-1338106.8,5365321.2,3168951.4,10.0.0.33,78.8,94.0
60200,UAV_33,RELAY,UAV,-1335785.8,5365272.2,3170006.3,10.0.0.34,159.6,94.0
60200,UAV_34,RELAY,UAV,-1336402.0,5363813.6,3172199.5,10.0.0.35,243.2,94.0
60200,UAV_35,RELAY,UAV,-1339152.8,5363554.0,3171483.1,10.0.0.36,330.9,94.0
60200,UAV_36,RELAY,UAV,-1338640.9,5365157.6,3169002.5,10.0.0.37,64.2,94.0
60200,UAV_37,RELAY,UAV,-1335668.9,5365310.6,3169990.7,10.0.0.38,160.1,94.0
60200,UAV_38,RELAY,UAV,-1336872.3,5363540.6,3172461.1,10.0.0.39,260.2,94.0
60200,UAV_39,RELAY,UAV,-1339639.8,5363991.2,3170544.2,10.0.0.40,3.1,94.0
60200,UAV_40,RELAY,UAV,-1337065.5,5365659.7,3168818.8,10.0.0.41,108.7,94.0
60200,UAV_41,RELAY,UAV,-1335650.2,5364213.4,3171842.6,10.0.0.42,218.4,94.0
60200,UAV_42,RELAY,UAV,-1339317.2,5363466.5,3171561.3,10.0.0.43,332.2,94.0
60200,UAV_43,RELAY,UAV,-1337889.7,5365558.3,3168643.9,10.0.0.44,87.5,94.0
60200,UAV_44,RELAY,UAV,-1335367.7,5364479.5,3171513.7,10.0.0.45,206.8,94.0
60200,UAV_45,RELAY,UAV,-1339284.7,5363382.1,3171716.7,10.0.0.46,327.5,94.0
60200,UAV_46,RELAY,UAV,-1337727.4,5365640.8,3168573.3,10.0.0.47,92.4,94.0
60200,UAV_47,RELAY,UAV,-1335511.5,5364199.2,3171924.6,10.0.0.48,218.6,94.0
60200,UAV_48,RELAY,UAV,-1339753.0,5363650.5,3171069.4,10.0.0.49,347.6,94.0
60200,UAV_49,RELAY,UAV,-1336595.3,5365798.7,3168782.3,10.0.0.50,119.3,94.0
60200,UAV_50,RELAY,UAV,-1336551.1,5363486.2,3172687.3,10.0.0.51,253.8,94.0
60300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
60300,UAV_01,RELAY,UAV,-1337462.4,5364528.8,3170553.2,10.0.0.2,129.8,94.0
60300,UAV_02,RELAY,UAV,-1337708.4,5364276.7,3170873.7,10.0.0.3,310.9,94.0
60300,UAV_03,RELAY,UAV,-1337274.6,5364745.2,3170268.1,10.0.0.4,126.9,94.0
60300,UAV_04,RELAY,UAV,-1337019.2,5364377.1,3170993.8,10.0.0.5,223.5,94.0
60300,UAV_05,RELAY,UAV,-1337359.1,5364856.5,3170045.6,10.0.0.6,110.1,94.0
60300,UAV_06,RELAY,UAV,-1337557.6,5364870.5,3169938.9,10.0.0.7,94.4,94.0
60300,UAV_07,RELAY,UAV,-1336858.4,5364878.2,3170219.0,10.0.0.8,147.4,94.0
60300,UAV_08,RELAY,UAV,-1337143.0,5364098.8,3171409.6,10.0.0.9,254.0,94.0
60300,UAV_09,RELAY,UAV,-1338323.7,5364613.2,3170050.4,10.0.0.10,41.9,94.0
60300,UAV_10,RELAY,UAV,-1336680.5,5364296.8,3171270.7,10.0.0.11,224.2,94.0
60300,UAV_11,RELAY,UAV,-1337918.0,5364930.7,3169686.8,10.0.0.12,75.4,94.0
60300,UAV_12,RELAY,UAV,-1338162.6,5363854.8,3171392.4,10.0.0.13,311.3,94.0
60300,UAV_13,RELAY,UAV,-1336396.3,5364444.5,3171141.6,10.0.0.14,209.3,94.0
60300,UAV_14,RELAY,UAV,-1336928.5,5365157.4,3169720.4,10.0.0.15,125.1,94.0
60300,UAV_15,RELAY,UAV,-1338335.9,5364844.7,3169656.2,10.0.0.16,57.4,94.0
60300,UAV_16,CACHE,UAV,-1338855.4,5364204.0,3170515.4,10.0.0.17,6.2,94.0
60300,UAV_17,RELAY,UAV,-1338567.2,5363806.2,3171304.5,10.0.0.18,327.4,94.0
60300,UAV_18,RELAY,UAV,-1338067.7,5363680.6,3171725.1,10.0.0.19,299.6,94.0
