time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
240000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
240000,UAV_01,RELAY,UAV,-1337407.8,5364395.8,3170799.5,10.0.0.2,248.2,76.0
240000,UAV_02,RELAY,UAV,-1337501.2,5364262.3,3170984.8,10.0.0.3,276.2,76.0
240000,UAV_03,RELAY,UAV,-1336983.7,5364540.7,3170733.8,10.0.0.4,194.0,76.0
240000,UAV_04,RELAY,UAV,-1338076.1,5364214.9,3170823.5,10.0.0.5,340.1,76.0
240000,UAV_05,RELAY,UAV,-1337269.3,5364160.6,3171252.8,10.0.0.6,258.3,76.0
240000,UAV_06,RELAY,UAV,-1337315.0,5364102.1,3171332.0,10.0.0.7,263.2,76.0
240000,UAV_07,RELAY,UAV,-1338228.3,5364078.7,3170988.7,10.0.0.8,332.7,76.0
240000,UAV_08,CACHE,UAV,-1337613.6,5364940.9,3169797.2,10.0.0.9,91.7,76.0
240000,UAV_09,RELAY,UAV,-1337046.4,5364094.8,3171456.8,10.0.0.10,249.3,76.0
240000,UAV_10,RELAY,UAV,-1337818.7,5364945.0,3169704.4,10.0.0.11,81.2,76.0
240000,UAV_11,RELAY,UAV,-1337925.9,5363854.9,3171491.5,10.0.0.12,299.3,76.0
240000,UAV_12,RELAY,UAV,-1336353.7,5364748.7,3170648.2,10.0.0.13,182.1,76.0
240000,UAV_13,RELAY,UAV,-1337790.4,5365039.4,3169557.5,10.0.0.14,84.1,76.0
240000,UAV_14,CACHE,UAV,-1338776.0,5364213.1,3170533.3,10.0.0.15,5.4,76.0
240000,UAV_15,RELAY,UAV,-1338063.5,5363748.3,3171613.0,10.0.0.16,301.9,76.0
240000,UAV_16,RELAY,UAV,-1336970.5,5363921.9,3171779.2,10.0.0.17,253.5,76.0
240000,UAV_17,RELAY,UAV,-1336314.8,5364314.8,3171393.6,10.0.0.18,218.8,76.0
240000,UAV_18,RELAY,UAV,-1336085.0,5364634.8,3170952.2,10.0.0.19,195.1,76.0
240000,UAV_19,RELAY,UAV,-1336036.9,5364810.2,3170677.4,10.0.0.20,182.4,76.0
240000,UAV_20,RELAY,UAV,-1336004.6,5364853.2,3170618.8,10.0.0.21,179.4,76.0
240000,UAV_21,RELAY,UAV,-1335952.9,5364770.4,3170779.7,10.0.0.22,186.0,76.0
240000,UAV_22,CACHE,UAV,-1335965.5,5364547.9,3171148.3,10.0.0.23,202.2,76.0
240000,UAV_23,RELAY,UAV,-1336219.2,5364187.0,3171648.6,10.0.0.24,225.3,76.0
240000,UAV_24,RELAY,UAV,-1336897.3,5363772.4,3172061.1,10.0.0.25,255.2,76.0
240000,UAV_25,RELAY,UAV,-1337984.6,5363527.0,3172017.9,10.0.0.26,293.4,76.0
240000,UAV_26,RELAY,UAV,-1339024.7,5363741.4,3171221.8,10.0.0.27,337.1,76.0
240000,UAV_27,CACHE,UAV,-1339174.3,5364492.7,3169896.5,10.0.0.28,27.7,76.0
240000,UAV_28,RELAY,UAV,-1337925.2,5365316.5,3169035.5,10.0.0.29,83.8,76.0
240000,UAV_29,RELAY,UAV,-1336133.5,5365363.3,3169707.5,10.0.0.30,145.4,76.0
240000,UAV_30,RELAY,UAV,-1335821.0,5364362.4,3171520.5,10.0.0.31,212.5,76.0
240000,UAV_31,RELAY,UAV,-1337754.5,5363438.8,3172262.6,10.0.0.32,285.1,76.0
240000,UAV_32,CACHE,UAV,-1339438.1,5364008.5,3170599.7,10.0.0.33,1.8,76.0
240000,UAV_33,CACHE,UAV,-1338025.6,5365370.1,3168903.2,10.0.0.34,82.6,76.0
240000,UAV_34,RELAY,UAV,-1335634.0,5365171.0,3170240.0,10.0.0.35,167.6,76.0
240000,UAV_35,RELAY,UAV,-1336807.3,5363607.9,3172375.2,10.0.0.36,256.7,76.0
240000,UAV_36,RELAY,UAV,-1339478.4,5363794.2,3170943.0,10.0.0.37,349.9,76.0
240000,UAV_37,RELAY,UAV,-1337874.9,5365478.5,3168784.2,10.0.0.38,87.2,76.0
240000,UAV_38,RELAY,UAV,-1335399.8,5364848.0,3170881.0,10.0.0.39,187.3,76.0
240000,UAV_39,RELAY,UAV,-1338058.3,5363288.2,3172388.4,10.0.0.40,291.6,76.0
240000,UAV_40,RELAY,UAV,-1339349.1,5364737.3,3169412.1,10.0.0.41,39.9,76.0
240000,UAV_41,RELAY,UAV,-1335764.2,5365488.5,3169651.9,10.0.0.42,149.6,76.0
240000,UAV_42,RELAY,UAV,-1336991.7,5363437.2,3172585.0,10.0.0.43,263.5,76.0
240000,UAV_43,RELAY,UAV,-1339704.8,5364334.0,3169940.8,10.0.0.44,20.1,76.0
240000,UAV_44,RELAY,UAV,-1335973.2,5365632.0,3169323.1,10.0.0.45,139.4,76.0
240000,UAV_45,RELAY,UAV,-1336909.3,5363420.5,3172647.4,10.0.0.46,261.5,76.0
240000,UAV_46,RELAY,UAV,-1339705.1,5364478.6,3169697.8,10.0.0.47,26.4,76.0
240000,UAV_47,RELAY,UAV,-1335534.3,5365502.8,3169724.2,10.0.0.48,154.0,76.0
240000,UAV_48,RELAY,UAV,-1337810.2,5363182.3,3172670.3,10.0.0.49,284.3,76.0
240000,UAV_49,RELAY,UAV,-1339072.1,5365141.5,3168848.9,10.0.0.50,57.4,76.0
240000,UAV_50,RELAY,UAV,-1335090.9,5364822.1,3171054.0,10.0.0.51,191.9,76.0
240100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
240100,UAV_01,RELAY,UAV,-1337406.5,5364396.4,3170799.0,10.0.0.2,248.2,76.0
240100,UAV_02,RELAY,UAV,-1337499.7,5364262.6,3170985.0,10.0.0.3,276.2,76.0
240100,UAV_03,RELAY,UAV,-1336983.5,5364541.5,3170732.5,10.0.0.4,194.0,76.0
240100,UAV_04,RELAY,UAV,-1338075.4,5364214.4,3170824.7,10.0.0.5,340.1,76.0
240100,UAV_05,RELAY,UAV,-1337267.9,5364161.1,3171252.5,10.0.0.6,258.3,76.0
240100,UAV_06,RELAY,UAV,-1337313.6,5364102.5,3171331.9,10.0.0.7,263.2,76.0
240100,UAV_07,RELAY,UAV,-1338227.5,5364078.2,3170989.9,10.0.0.8,332.7,76.0
