time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
540000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
540000,UAV_01,RELAY,UAV,-1337828.3,5364414.5,3170592.0,10.0.0.2,9.1,46.0
540000,UAV_02,RELAY,UAV,-1337811.3,5364605.0,3170278.8,10.0.0.3,58.5,46.0
540000,UAV_03,RELAY,UAV,-1337480.9,5364781.2,3170121.2,10.0.0.4,101.5,46.0
540000,UAV_04,RELAY,UAV,-1337929.9,5364116.0,3171051.0,10.0.0.5,315.0,46.0
540000,UAV_05,RELAY,UAV,-1337515.4,5364073.7,3171295.8,10.0.0.6,277.3,46.0
540000,UAV_06,RELAY,UAV,-1338020.8,5364031.5,3171154.9,10.0.0.7,315.1,46.0
540000,UAV_07,RELAY,UAV,-1338193.0,5364657.4,3170030.8,10.0.0.8,48.0,46.0
540000,UAV_08,RELAY,UAV,-1336545.6,5364655.9,3170723.7,10.0.0.9,186.3,46.0
540000,UAV_09,RELAY,UAV,-1338533.7,5364222.7,3170618.6,10.0.0.10,0.4,46.0
540000,UAV_10,RELAY,UAV,-1336481.0,5364488.0,3171032.9,10.0.0.11,204.7,46.0
540000,UAV_11,RELAY,UAV,-1337943.2,5364943.1,3169655.5,10.0.0.12,75.1,46.0
540000,UAV_12,RELAY,UAV,-1338422.2,5363903.3,3171202.1,10.0.0.13,327.5,46.0
540000,UAV_13,RELAY,UAV,-1336739.7,5364108.1,3171563.0,10.0.0.14,239.2,46.0
540000,UAV_14,RELAY,UAV,-1336304.8,5364923.9,3170374.3,10.0.0.15,167.4,46.0
540000,UAV_15,RELAY,UAV,-1337191.2,5365206.4,3169528.0,10.0.0.16,110.7,46.0
540000,UAV_16,RELAY,UAV,-1338163.7,5364985.4,3169491.9,10.0.0.17,69.2,46.0
540000,UAV_17,RELAY,UAV,-1338715.0,5364643.9,3169834.9,10.0.0.18,40.0,46.0
540000,UAV_18,RELAY,UAV,-1338930.9,5364392.1,3170167.5,10.0.0.19,20.5,46.0
540000,UAV_19,RELAY,UAV,-1339005.0,5364278.1,3170328.1,10.0.0.20,13.3,46.0
540000,UAV_20,RELAY,UAV,-1339038.4,5364299.4,3170278.2,10.0.0.21,15.7,46.0
540000,UAV_21,RELAY,UAV,-1339009.2,5364457.9,3170024.1,10.0.0.22,26.4,46.0
540000,UAV_22,RELAY,UAV,-1338793.8,5364750.3,3169622.9,10.0.0.23,45.4,46.0
540000,UAV_23,RELAY,UAV,-1338229.5,5365117.9,3169241.7,10.0.0.24,71.2,46.0
540000,UAV_24,RELAY,UAV,-1337270.4,5365389.5,3169187.0,10.0.0.25,105.3,46.0
540000,UAV_25,RELAY,UAV,-1336212.7,5365301.8,3169777.6,10.0.0.26,146.3,46.0
540000,UAV_26,RELAY,UAV,-1335765.9,5364695.2,3170984.3,10.0.0.27,194.1,46.0
540000,UAV_27,RELAY,UAV,-1336596.9,5363835.5,3172080.9,10.0.0.28,246.1,46.0
540000,UAV_28,RELAY,UAV,-1338369.5,5363471.8,3171949.5,10.0.0.29,304.9,46.0
540000,UAV_29,RELAY,UAV,-1339367.8,5364166.5,3170363.7,10.0.0.30,9.3,46.0
540000,UAV_30,RELAY,UAV,-1338115.6,5365296.3,3168989.6,10.0.0.31,79.1,46.0
540000,UAV_31,RELAY,UAV,-1335932.0,5365331.9,3169844.7,10.0.0.32,153.1,46.0
540000,UAV_32,RELAY,UAV,-1336112.7,5364019.3,3171974.9,10.0.0.33,231.1,46.0
