time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip,norad_id,distance_km,radius_km
420000,SAT_60935,STARLINK-11253 [DTC],SAT,-1626369.27,5444003.85,3612820.74,361.15,-1,10.0.3.245,60935,534.17,6733.106906962736
420000,SAT_65689,STARLINK-34875,SAT,-1504264.53,5878835.48,3177877.56,476.48,-1,10.0.3.154,65689,540.81,6849.994464484954
420000,SAT_54055,STARLINK-5158,SAT,-1406837.58,5882703.4,3348861.28,540.67,-1,10.0.3.250,54055,552.44,6913.773437245037
420000,SAT_59534,STARLINK-31734,SAT,-1512432.31,5964555.72,3027566.97,483.85,-1,10.0.3.119,59534,641.26,6857.808555737877
420000,SAT_48370,STARLINK-2621,SAT,-1898026.36,5628634.93,3408590.56,475.72,-1,10.0.3.175,48370,663.8,6848.541804223149
420000,SAT_55287,STARLINK-5341,SAT,-1459857.86,5625127.38,3809650.1,577.17,-1,10.0.3.207,55287,700.94,6948.861554028793
420000,SAT_67325,STARLINK-36473,SAT,-967559.31,5993200.69,3188153.8,483.54,-1,10.0.3.5,67325,729.74,6857.036545143871
420000,SAT_54080,STARLINK-5160,SAT,-1440184.51,5529875.48,3890558.43,541.7,-1,10.0.3.20,54080,745.82,6913.038343911688
420000,SAT_64911,STARLINK-34718,SAT,-1913628.08,5479198.89,3636256.21,476.7,-1,10.0.3.141,64911,749.62,6848.79201972912
420000,SAT_57463,STARLINK-30091,SAT,-1587129.95,6042155.09,2835525.76,486.06,-1,10.0.3.88,57463,796.18,6860.526652191033
420000,SAT_59497,STARLINK-31720,SAT,-2118942.63,5843985.3,2895346.21,483.18,-1,10.0.3.82,59497,957.28,6857.485817091332
420000,SAT_64914,STARLINK-34571,SAT,-1103304.98,6193902.49,2710109.93,475.51,-1,10.0.3.144,64914,977.2,6850.285086564326
420000,SAT_55498,STARLINK-5365,SAT,-1442991.71,6265724.44,2592781.02,557.69,-1,10.0.3.163,55498,1075.8,6932.823468891609
420000,SAT_48406,STARLINK-2568,SAT,-415207.45,6060170.57,3165258.33,476.04,-1,10.0.3.211,48406,1155.3,6849.593043361337
420000,SAT_59555,STARLINK-31730,SAT,-2116639.09,5990864.94,2580812.14,482.83,-1,10.0.3.140,59555,1160.75,6857.930815385105
420000,SAT_64130,STARLINK-11735 [DTC],SAT,-1010851.2,6212448.37,2383992.65,355.07,-1,10.0.3.125,64130,1201.91,6730.5093309281665
420000,SAT_57928,STARLINK-30448,SAT,-521703.62,6262399.98,2929972.99,559.28,-1,10.0.3.43,57928,1236.84,6933.582760647964
420000,SAT_63588,STARLINK-33651,SAT,-357144.94,6141515.42,3028497.96,482.99,-1,10.0.3.93,63588,1259.03,6856.935471184597
420000,SAT_48362,STARLINK-2578,SAT,-2571926.13,5613635.19,2965614.78,475.89,-1,10.0.3.167,48362,1275.9,6850.005480869162
420000,SAT_45230,STARLINK-1227,SAT,-2387944.82,5870285.97,2594645.96,472.92,-1,10.0.3.95,45230,1300.4,6847.9723634582515
420000,SAT_51886,STARLINK-3565,SAT,-2734202.14,5510191.11,3157086.34,540.47,-1,10.0.3.121,51886,1404.35,6914.134911130836
420000,SAT_66855,STARLINK-36090,SAT,-1543903.43,6323667.06,2163779.92,483.62,-1,10.0.3.45,66855,1405.86,6859.617075980992
420000,SAT_66578,STARLINK-35743,SAT,-2698328.2,5645731.32,2808499.03,484.25,-1,10.0.3.23,66578,1436.0,6858.784441433855
420000,SAT_58393,STARLINK-30939,SAT,-2664569.14,5719038.45,2668861.58,475.68,-1,10.0.3.253,58393,1462.39,6850.55849019763
420000,SAT_54192,STARLINK-5268,SAT,-2669395.76,5162926.89,3743516.79,541.58,-1,10.0.3.132,54192,1463.82,6913.422144784951
420000,SAT_54200,STARLINK-5250,SAT,-1423586.52,6428433.07,2115883.88,539.67,-1,10.0.3.140,54200,1500.65,6915.801826906204
420000,SAT_61885,STARLINK-11301 [DTC],SAT,-1771423.86,6189760.35,1979413.71,359.38,-1,10.0.3.175,61885,1512.74,6735.662871428868
420000,SAT_64920,STARLINK-34069,SAT,-703980.31,6438860.79,2231759.7,475.07,-1,10.0.3.150,64920,1561.15,6850.931900727901
420000,SAT_66929,STARLINK-36169,SAT,-1887371.1,6277107.43,1992938.18,474.67,-1,10.0.3.119,66929,1588.15,6850.98897577409
420000,SAT_66495,STARLINK-35832,SAT,-2720037.58,5777458.1,2504091.3,483.89,-1,10.0.3.195,66495,1589.41,6859.161739790334
420000,SAT_66943,STARLINK-36109,SAT,-2894238.24,5174979.11,3429355.72,476.88,-1,10.0.3.133,66943,1589.42,6849.6353503753335
420000,SAT_55611,STARLINK-5730,SAT,-2533219.19,6026508.51,2312792.92,558.59,-1,10.0.3.21,55611,1613.67,6934.335972282335
420000,SAT_62444,STARLINK-32737,SAT,56157.34,6174746.93,2965801.99,476.19,-1,10.0.3.224,62444,1625.07,6850.301799210621
420000,SAT_54185,STARLINK-5235,SAT,-2797987.25,5787795.64,2548104.93,539.99,-1,10.0.3.125,54185,1643.09,6915.211475859279
420000,SAT_54082,STARLINK-5210,SAT,42220.23,6255981.73,2944545.65,540.19,-1,10.0.3.22,54082,1658.19,6914.43700085907
420000,SAT_64616,STARLINK-34413,SAT,11525.74,6283266.47,2727537.92,475.01,-1,10.0.3.101,64616,1691.29,6849.746964724079
420000,SAT_62915,STARLINK-11555 [DTC],SAT,-3000002.54,5305847.89,2853824.53,355.98,-1,10.0.3.185,62915,1693.42,6730.256423038696
420000,SAT_55612,STARLINK-5734,SAT,-2975926.0,5636606.96,2729863.28,559.14,-1,10.0.3.22,55612,1718.36,6933.947440418683
420000,SAT_63091,STARLINK-32925,SAT,41827.34,6362857.86,2794808.9,575.06,-1,10.0.3.106,63091,1743.74,6949.724200315756
420000,SAT_66562,STARLINK-35579,SAT,-1574478.45,6427590.88,1800094.76,481.42,-1,10.0.3.7,66562,1750.65,6858.079035353342
421000,SAT_60935,STARLINK-11253 [DTC],SAT,-1630378.01,5439762.65,3617384.83,361.16,-1,10.0.3.245,60935,534.17,6733.099074879317
421000,SAT_65689,STARLINK-34875,SAT,-1508190.12,5875129.24,3182849.04,476.48,-1,10.0.3.154,65689,540.81,6849.986061022133
421000,SAT_54055,STARLINK-5158,SAT,-1410838.09,5878977.31,3353701.08,540.68,-1,10.0.3.250,54055,552.44,6913.765201515224
421000,SAT_59534,STARLINK-31734,SAT,-1517541.18,5961238.96,3031528.89,483.86,-1,10.0.3.119,59534,641.26,6857.803480861952
421000,SAT_48370,STARLINK-2621,SAT,-1901735.12,5624477.35,3413369.01,475.73,-1,10.0.3.175,48370,663.8,6848.534874389763
421000,SAT_55287,STARLINK-5341,SAT,-1461491.09,5620778.0,3815424.91,577.18,-1,10.0.3.207,55287,700.94,6948.853774204916
421000,SAT_67325,STARLINK-36473,SAT,-973022.82,5990286.09,3191955.65,483.55,-1,10.0.3.5,67325,729.74,6857.031553074198
421000,SAT_54080,STARLINK-5160,SAT,-1444361.0,5525732.44,3894880.72,541.7,-1,10.0.3.20,54080,745.82,6913.030704388422
421000,SAT_64911,STARLINK-34718,SAT,-1917378.7,5474845.26,3640820.37,476.71,-1,10.0.3.141,64911,749.62,6848.78417434548
421000,SAT_57463,STARLINK-30091,SAT,-1592133.37,6038890.66,2839659.87,486.06,-1,10.0.3.88,57463,796.18,6860.521645515829
421000,SAT_59497,STARLINK-31720,SAT,-2123649.7,5840244.84,2899428.11,483.18,-1,10.0.3.82,59497,957.28,6857.479945615218
421000,SAT_64914,STARLINK-34571,SAT,-1107354.17,6190846.32,2715415.11,475.51,-1,10.0.3.144,64914,977.2,6850.276683119468
421000,SAT_55498,STARLINK-5365,SAT,-1447969.65,6262778.95,2597105.41,557.69,-1,10.0.3.163,55498,1075.8,6932.81853177591
421000,SAT_48406,STARLINK-2568,SAT,-419733.96,6057244.51,3170240.26,476.05,-1,10.0.3.211,48406,1155.3,6849.584728815848
421000,SAT_59555,STARLINK-31730,SAT,-2121288.47,5987343.57,2585148.12,482.84,-1,10.0.3.140,59555,1160.75,6857.925240224978
421000,SAT_64130,STARLINK-11735 [DTC],SAT,-1016066.38,6209868.53,2388477.27,355.07,-1,10.0.3.125,64130,1201.91,6730.503823470969
421000,SAT_57928,STARLINK-30448,SAT,-527188.43,6260034.59,2934030.76,559.28,-1,10.0.3.43,57928,1236.84,6933.577518810078
421000,SAT_63588,STARLINK-33651,SAT,-362790.81,6139224.25,3032458.24,482.99,-1,10.0.3.93,63588,1259.03,6856.93040222463
421000,SAT_48362,STARLINK-2578,SAT,-2575098.28,5609455.05,2970746.88,475.9,-1,10.0.3.167,48362,1275.9,6849.996652164086
421000,SAT_45230,STARLINK-1227,SAT,-2391261.67,5866545.33,2600023.02,472.92,-1,10.0.3.95,45230,1300.4,6847.963652640537
421000,SAT_51886,STARLINK-3565,SAT,-2737234.14,5505810.43,3162079.62,540.48,-1,10.0.3.121,51886,1404.35,6914.126608003187
421000,SAT_66855,STARLINK-36090,SAT,-1548785.44,6320888.47,2168389.5,483.62,-1,10.0.3.45,66855,1405.86,6859.612264045628
421000,SAT_66578,STARLINK-35743,SAT,-2702623.33,5641600.34,2812655.38,484.25,-1,10.0.3.23,66578,1436.0,6858.779596020807
421000,SAT_58393,STARLINK-30939,SAT,-2667696.2,5715078.59,2674192.71,475.68,-1,10.0.3.253,58393,1462.39,6850.549828706305
421000,SAT_54192,STARLINK-5268,SAT,-2672494.24,5158063.35,3747993.25,541.58,-1,10.0.3.132,54192,1463.82,6913.414235201877
421000,SAT_54200,STARLINK-5250,SAT,-1427387.09,6425728.41,2121503.2,539.68,-1,10.0.3.140,54200,1500.65,6915.793181652415
421000,SAT_61885,STARLINK-11301 [DTC],SAT,-1775124.69,6186855.99,1985140.56,359.38,-1,10.0.3.175,61885,1512.74,6735.65421833719
421000,SAT_64920,STARLINK-34069,SAT,-708110.06,6436463.52,2237335.32,475.08,-1,10.0.3.150,64920,1561.15,6850.923429398659
421000,SAT_66929,STARLINK-36169,SAT,-1890989.88,6274199.83,1998625.75,474.67,-1,10.0.3.119,66929,1588.15,6850.980303693589
421000,SAT_66495,STARLINK-35832,SAT,-2724298.2,5773538.6,2508482.34,483.89,-1,10.0.3.195,66495,1589.41,6859.1568212357615
421000,SAT_66943,STARLINK-36109,SAT,-2897123.33,5170196.35,3434115.42,476.88,-1,10.0.3.133,66943,1589.42,6849.627917242321
421000,SAT_55611,STARLINK-5730,SAT,-2537581.16,6022933.25,2317303.97,558.59,-1,10.0.3.21,55611,1613.67,6934.330592560487
421000,SAT_62444,STARLINK-32737,SAT,51510.4,6172309.91,2970933.78,476.19,-1,10.0.3.224,62444,1625.07,6850.29272889396
421000,SAT_54185,STARLINK-5235,SAT,-2801031.69,5783932.5,2553502.75,539.99,-1,10.0.3.125,54185,1643.09,6915.202816056668
421000,SAT_54082,STARLINK-5210,SAT,37634.2,6253575.81,2949693.75,540.2,-1,10.0.3.22,54082,1658.19,6914.428390200874
421000,SAT_64616,STARLINK-34413,SAT,6992.4,6280962.96,2732832.23,475.02,-1,10.0.3.101,64616,1691.29,6849.738432661242
421000,SAT_62915,STARLINK-11555 [DTC],SAT,-3004075.27,5301322.7,2857933.11,355.98,-1,10.0.3.185,62915,1693.42,6730.250534608288
421000,SAT_55612,STARLINK-5734,SAT,-2980002.23,5632398.93,2734085.18,559.14,-1,10.0.3.22,55612,1718.36,6933.942080012332
421000,SAT_63091,STARLINK-32925,SAT,39444.37,6360036.88,2801238.45,575.07,-1,10.0.3.106,63091,1743.74,6949.716672429404
421000,SAT_66562,STARLINK-35579,SAT,-1579311.04,6425052.53,1804895.13,481.42,-1,10.0.3.7,66562,1750.65,6858.073330362034
422000,SAT_60935,STARLINK-11253 [DTC],SAT,-1634385.25,5435514.97,3621944.19,361.16,-1,10.0.3.245,60935,534.17,6733.091255135818
422000,SAT_65689,STARLINK-34875,SAT,-1512114.38,5871416.33,3187816.56,476.49,-1,10.0.3.154,65689,540.81,6849.977667014958
422000,SAT_54055,STARLINK-5158,SAT,-1414837.45,5875244.74,3358536.82,540.68,-1,10.0.3.250,54055,552.44,6913.756962470975
422000,SAT_59534,STARLINK-31734,SAT,-1522648.67,5957915.62,3035487.06,483.87,-1,10.0.3.119,59534,641.26,6857.798422141044
422000,SAT_48370,STARLINK-2621,SAT,-1905442.15,5620313.37,3418143.22,475.74,-1,10.0.3.175,48370,663.8,6848.527961279661
422000,SAT_55287,STARLINK-5341,SAT,-1463123.22,5616422.21,3821195.17,577.2,-1,10.0.3.207,55287,700.94,6948.845985134206
422000,SAT_67325,STARLINK-36473,SAT,-978485.56,5987364.91,3195753.53,483.55,-1,10.0.3.5,67325,729.74,6857.026555376265
422000,SAT_54080,STARLINK-5160,SAT,-1448536.36,5521583.37,3899198.3,541.71,-1,10.0.3.20,54080,745.82,6913.0230638140865
422000,SAT_64911,STARLINK-34718,SAT,-1921127.59,5470485.42,3645379.99,476.72,-1,10.0.3.141,64911,749.62,6848.776330044965
422000,SAT_57463,STARLINK-30091,SAT,-1597135.31,6035619.54,2843790.47,486.07,-1,10.0.3.88,57463,796.18,6860.516647260717
422000,SAT_59497,STARLINK-31720,SAT,-2128354.7,5836497.89,2903506.41,483.19,-1,10.0.3.82,59497,957.28,6857.474084668322
422000,SAT_64914,STARLINK-34571,SAT,-1111402.43,6187783.09,2720716.92,475.52,-1,10.0.3.144,64914,977.2,6850.2682786204905
422000,SAT_55498,STARLINK-5365,SAT,-1452946.3,6259826.73,2601426.69,557.7,-1,10.0.3.163,55498,1075.8,6932.813603707411
422000,SAT_48406,STARLINK-2568,SAT,-424260.38,6054311.62,3175218.24,476.05,-1,10.0.3.211,48406,1155.3,6849.576405423438
422000,SAT_59555,STARLINK-31730,SAT,-2125935.75,5983815.5,2589480.9,482.84,-1,10.0.3.140,59555,1160.75,6857.919661430361
422000,SAT_64130,STARLINK-11735 [DTC],SAT,-1021280.61,6207281.36,2392958.75,355.08,-1,10.0.3.125,64130,1201.91,6730.498313332156
422000,SAT_57928,STARLINK-30448,SAT,-532672.97,6257662.55,2938085.01,559.29,-1,10.0.3.43,57928,1236.84,6933.572283363593
422000,SAT_63588,STARLINK-33651,SAT,-368436.57,6136926.35,3036414.77,483.0,-1,10.0.3.93,63588,1259.03,6856.925345000617
422000,SAT_48362,STARLINK-2578,SAT,-2578267.86,5605268.44,2975875.29,475.9,-1,10.0.3.167,48362,1275.9,6849.98782363893
422000,SAT_45230,STARLINK-1227,SAT,-2394576.12,5862797.93,2605396.84,472.93,-1,10.0.3.95,45230,1300.4,6847.9549543180065
422000,SAT_51886,STARLINK-3565,SAT,-2740263.5,5501423.59,3167069.08,540.48,-1,10.0.3.121,51886,1404.35,6914.118318595132
422000,SAT_66855,STARLINK-36090,SAT,-1553665.95,6318102.82,2172996.4,483.63,-1,10.0.3.45,66855,1405.86,6859.607458353161
422000,SAT_66578,STARLINK-35743,SAT,-2706915.73,5637463.05,2816808.24,484.26,-1,10.0.3.23,66578,1436.0,6858.774749936656
422000,SAT_58393,STARLINK-30939,SAT,-2670820.54,5711112.12,2679520.52,475.69,-1,10.0.3.253,58393,1462.39,6850.541162652617
422000,SAT_54192,STARLINK-5268,SAT,-2675590.21,5153194.08,3752465.18,541.59,-1,10.0.3.132,54192,1463.82,6913.4063329958635
422000,SAT_54200,STARLINK-5250,SAT,-1431186.34,6423016.59,2127119.96,539.68,-1,10.0.3.140,54200,1500.65,6915.784538246418
422000,SAT_61885,STARLINK-11301 [DTC],SAT,-1778823.64,6183944.14,1990864.82,359.38,-1,10.0.3.175,61885,1512.74,6735.645581559114
422000,SAT_64920,STARLINK-34069,SAT,-712239.29,6434058.9,2242908.17,475.08,-1,10.0.3.150,64920,1561.15,6850.914960349578
422000,SAT_66929,STARLINK-36169,SAT,-1894606.74,6271285.01,2004310.83,474.67,-1,10.0.3.119,66929,1588.15,6850.97163029883
422000,SAT_66495,STARLINK-35832,SAT,-2728556.04,5769612.61,2512870.28,483.9,-1,10.0.3.195,66495,1589.41,6859.151899251013
422000,SAT_66943,STARLINK-36109,SAT,-2900005.54,5165407.63,3438870.86,476.89,-1,10.0.3.133,66943,1589.42,6849.6204937098555
422000,SAT_55611,STARLINK-5730,SAT,-2541940.63,6019351.45,2321812.25,558.6,-1,10.0.3.21,55611,1613.67,6934.325213696857
422000,SAT_62444,STARLINK-32737,SAT,46863.03,6169865.94,2976061.87,476.2,-1,10.0.3.224,62444,1625.07,6850.283652172425
422000,SAT_54185,STARLINK-5235,SAT,-2804073.34,5780062.86,2558897.49,540.0,-1,10.0.3.125,54185,1643.09,6915.19416401148
422000,SAT_54082,STARLINK-5210,SAT,33047.77,6251163.06,2954838.29,540.2,-1,10.0.3.22,54082,1658.19,6914.419793291456
422000,SAT_64616,STARLINK-34413,SAT,2458.72,6278652.36,2738123.15,475.02,-1,10.0.3.101,64616,1691.29,6849.729913478599
422000,SAT_62915,STARLINK-11555 [DTC],SAT,-3008144.75,5296791.2,2862037.93,355.99,-1,10.0.3.185,62915,1693.42,6730.244643852755
422000,SAT_55612,STARLINK-5734,SAT,-2984075.51,5628184.79,2738303.8,559.15,-1,10.0.3.22,55612,1718.36,6933.936715954621
422000,SAT_63091,STARLINK-32925,SAT,37060.94,6357208.74,2807664.65,575.08,-1,10.0.3.106,63091,1743.74,6949.709149602284
422000,SAT_66562,STARLINK-35579,SAT,-1584142.06,6422506.96,1809693.26,481.43,-1,10.0.3.7,66562,1750.65,6858.067615064678
423000,SAT_60935,STARLINK-11253 [DTC],SAT,-1638390.99,5431260.8,3626498.81,361.17,-1,10.0.3.245,60935,534.17,6733.083434256643
423000,SAT_65689,STARLINK-34875,SAT,-1516037.32,5867696.74,3192780.12,476.49,-1,10.0.3.154,65689,540.81,6849.969276055669
423000,SAT_54055,STARLINK-5158,SAT,-1418835.66,5871505.7,3363368.5,540.69,-1,10.0.3.250,54055,552.44,6913.748728585121
423000,SAT_59534,STARLINK-31734,SAT,-1527754.77,5954585.68,3039441.46,483.87,-1,10.0.3.119,59534,641.26,6857.793351106881
423000,SAT_48370,STARLINK-2621,SAT,-1909147.42,5616142.98,3422913.17,475.74,-1,10.0.3.175,48370,663.8,6848.521038330495
423000,SAT_55287,STARLINK-5341,SAT,-1464754.26,5612060.02,3826960.89,577.21,-1,10.0.3.207,55287,700.94,6948.838202452273
423000,SAT_67325,STARLINK-36473,SAT,-983947.52,5984437.15,3199547.46,483.56,-1,10.0.3.5,67325,729.74,6857.021559919928
423000,SAT_54080,STARLINK-5160,SAT,-1452710.58,5517428.29,3903511.17,541.72,-1,10.0.3.20,54080,745.82,6913.015436034482
423000,SAT_64911,STARLINK-34718,SAT,-1924874.74,5466119.36,3649935.08,476.73,-1,10.0.3.141,64911,749.62,6848.768481316293
423000,SAT_57463,STARLINK-30091,SAT,-1602135.76,6032341.73,2847917.55,486.07,-1,10.0.3.88,57463,796.18,6860.511650931596
423000,SAT_59497,STARLINK-31720,SAT,-2133057.63,5832744.43,2907581.11,483.19,-1,10.0.3.82,59497,957.28,6857.468217194016
423000,SAT_64914,STARLINK-34571,SAT,-1115449.77,6184712.82,2726015.34,475.52,-1,10.0.3.144,64914,977.2,6850.259884791286
423000,SAT_55498,STARLINK-5365,SAT,-1457921.65,6256867.77,2605744.85,557.7,-1,10.0.3.163,55498,1075.8,6932.808669803676
423000,SAT_48406,STARLINK-2568,SAT,-428786.7,6051371.92,3180192.27,476.06,-1,10.0.3.211,48406,1155.3,6849.568090210442
423000,SAT_59555,STARLINK-31730,SAT,-2130580.93,5980280.75,2593810.46,482.85,-1,10.0.3.140,59555,1160.75,6857.914088883415
423000,SAT_64130,STARLINK-11735 [DTC],SAT,-1026493.89,6204686.87,2397437.1,355.08,-1,10.0.3.125,64130,1201.91,6730.492813265173
423000,SAT_57928,STARLINK-30448,SAT,-538157.21,6255283.86,2942135.73,559.29,-1,10.0.3.43,57928,1236.84,6933.567047746356
423000,SAT_63588,STARLINK-33651,SAT,-374082.22,6134621.72,3040367.53,483.0,-1,10.0.3.93,63588,1259.03,6856.9202906475575
423000,SAT_48362,STARLINK-2578,SAT,-2581434.87,5601075.38,2981000.0,475.91,-1,10.0.3.167,48362,1275.9,6849.979007303166
423000,SAT_45230,STARLINK-1227,SAT,-2397888.15,5859043.75,2610767.42,472.93,-1,10.0.3.95,45230,1300.4,6847.946244361001
423000,SAT_51886,STARLINK-3565,SAT,-2743290.21,5497030.58,3172054.7,540.49,-1,10.0.3.121,51886,1404.35,6914.110021798111
423000,SAT_66855,STARLINK-36090,SAT,-1558544.95,6315310.11,2177600.61,483.63,-1,10.0.3.45,66855,1405.86,6859.6026534567645
423000,SAT_66578,STARLINK-35743,SAT,-2711205.41,5633319.45,2820957.62,484.26,-1,10.0.3.23,66578,1436.0,6858.769911201107
423000,SAT_58393,STARLINK-30939,SAT,-2673942.15,5707139.06,2684844.99,475.69,-1,10.0.3.253,58393,1462.39,6850.532496970757
423000,SAT_54192,STARLINK-5268,SAT,-2678683.69,5148319.07,3756932.57,541.6,-1,10.0.3.132,54192,1463.82,6913.3984329795785
423000,SAT_54200,STARLINK-5250,SAT,-1434984.27,6420297.61,2132734.14,539.68,-1,10.0.3.140,54200,1500.65,6915.775890530338
423000,SAT_61885,STARLINK-11301 [DTC],SAT,-1782520.7,6181024.78,1996586.46,359.39,-1,10.0.3.175,61885,1512.74,6735.636931215777
423000,SAT_64920,STARLINK-34069,SAT,-716368.0,6431646.94,2248478.22,475.08,-1,10.0.3.150,64920,1561.15,6850.906493162035
423000,SAT_66929,STARLINK-36169,SAT,-1898221.69,6268362.97,2009993.42,474.67,-1,10.0.3.119,66929,1588.15,6850.962958336366
423000,SAT_66495,STARLINK-35832,SAT,-2732811.1,5765680.15,2517255.1,483.9,-1,10.0.3.195,66495,1589.41,6859.146983325495
423000,SAT_66943,STARLINK-36109,SAT,-2902884.87,5160612.96,3443622.02,476.9,-1,10.0.3.133,66943,1589.42,6849.613077249237
423000,SAT_55611,STARLINK-5730,SAT,-2546297.6,6015763.12,2326317.74,558.6,-1,10.0.3.21,55611,1613.67,6934.3198376738155
423000,SAT_62444,STARLINK-32737,SAT,42215.25,6167415.04,2981186.26,476.2,-1,10.0.3.224,62444,1625.07,6850.274587179959
423000,SAT_54185,STARLINK-5235,SAT,-2807112.18,5776186.72,2564289.14,540.0,-1,10.0.3.125,54185,1643.09,6915.185507918833
423000,SAT_54082,STARLINK-5210,SAT,28460.96,6248743.47,2959979.25,540.21,-1,10.0.3.22,54082,1658.19,6914.411192613751
423000,SAT_64616,STARLINK-34413,SAT,-2075.3,6276334.66,2743410.65,475.03,-1,10.0.3.101,64616,1691.29,6849.72138599234
423000,SAT_62915,STARLINK-11555 [DTC],SAT,-3012210.97,5292253.39,2866139.01,355.99,-1,10.0.3.185,62915,1693.42,6730.238754784158
423000,SAT_55612,STARLINK-5734,SAT,-2988145.86,5623964.55,2742519.13,559.15,-1,10.0.3.22,55612,1718.36,6933.931360974652
423000,SAT_63091,STARLINK-32925,SAT,34677.05,6354373.42,2814087.52,575.08,-1,10.0.3.106,63091,1743.74,6949.701621567572
423000,SAT_66562,STARLINK-35579,SAT,-1588971.5,6419954.19,1814489.14,481.43,-1,10.0.3.7,66562,1750.65,6858.061903241231
424000,SAT_60935,STARLINK-11253 [DTC],SAT,-1642395.22,5427000.16,3631048.69,361.18,-1,10.0.3.245,60935,534.17,6733.075625928287
424000,SAT_65689,STARLINK-34875,SAT,-1519958.93,5863970.47,3197739.71,476.5,-1,10.0.3.154,65689,540.81,6849.9608812627275
424000,SAT_54055,STARLINK-5158,SAT,-1422832.71,5867760.2,3368196.12,540.7,-1,10.0.3.250,54055,552.44,6913.740506276834
424000,SAT_59534,STARLINK-31734,SAT,-1532859.47,5951249.17,3043392.09,483.88,-1,10.0.3.119,59534,641.26,6857.788291546258
424000,SAT_48370,STARLINK-2621,SAT,-1912850.95,5611966.19,3427678.87,475.75,-1,10.0.3.175,48370,663.8,6848.514124280061
424000,SAT_55287,STARLINK-5341,SAT,-1466384.2,5607691.43,3832722.05,577.22,-1,10.0.3.207,55287,700.94,6948.8304130019815
424000,SAT_67325,STARLINK-36473,SAT,-989408.7,5981502.83,3203337.41,483.56,-1,10.0.3.5,67325,729.74,6857.016570144717
424000,SAT_54080,STARLINK-5160,SAT,-1456883.67,5513267.2,3907819.32,541.73,-1,10.0.3.20,54080,745.82,6913.007817460773
424000,SAT_64911,STARLINK-34718,SAT,-1928620.16,5461747.11,3654485.64,476.73,-1,10.0.3.141,64911,749.62,6848.760654900855
